NOMBREDD;NOMBREPP;NOMBREDI;PNP;MUNI;PJ;MPFN
CAJAMARCA;CAJAMARCA;CAJAMARCA; ; ; ; 
CAJAMARCA;CAJAMARCA;CAJAMARCA;0;0;0;0
CAJAMARCA;CAJAMARCA;CAJAMARCA;1;2;1;2
CAJAMARCA;CAJAMARCA;CAJAMARCA;1;1;0;0
CAJAMARCA;CAJAMARCA;CAJAMARCA;2;2;2;2
CAJAMARCA;CAJAMARCA;CAJAMARCA;2;1;0;0
CAJAMARCA;CAJAMARCA;CAJAMARCA;1;1;1;1
CAJAMARCA;CAJAMARCA;CAJAMARCA;0;1;1;1
CAJAMARCA;CAJAMARCA;CAJAMARCA;2;2;0;0
CAJAMARCA;CAJAMARCA;CAJAMARCA;2;1;1;0
CAJAMARCA;CAJAMARCA;CAJAMARCA;3;3;1;1
CAJAMARCA;CAJAMARCA;CAJAMARCA;2;2;2;2
CAJAMARCA;CAJAMARCA;CAJAMARCA;0;1;1;1
CAJAMARCA;CAJAMARCA;CAJAMARCA; ; ; ; 
CAJAMARCA;CAJAMARCA;CAJAMARCA; ; ; ; 
CAJAMARCA;CAJAMARCA;CAJAMARCA; ; ; ; 
CAJAMARCA;CAJAMARCA;CAJAMARCA;0;1;1;1
CAJAMARCA;CAJAMARCA;CAJAMARCA;0;1;1;1
CAJAMARCA;CAJAMARCA;CAJAMARCA;1;1;1;1
CAJAMARCA;CAJAMARCA;CAJAMARCA;1;1;1;1
CAJAMARCA;CAJAMARCA;CAJAMARCA;1;1;1;1
CAJAMARCA;CAJAMARCA;CAJAMARCA;1;1;1;1
CAJAMARCA;CAJAMARCA;CAJAMARCA;1;1;1;1
CAJAMARCA;CAJAMARCA;CAJAMARCA;2;1;1;1
CAJAMARCA;CAJAMARCA;CAJAMARCA;0;1;1;1
CAJAMARCA;CAJAMARCA;CAJAMARCA;0;0;0;0
CAJAMARCA;CAJAMARCA;CAJAMARCA;1;1;1;1
CAJAMARCA;CAJAMARCA;CAJAMARCA;0;1;1;1
CAJAMARCA;CAJAMARCA;CAJAMARCA;2;1;1;1
CAJAMARCA;CAJAMARCA;CAJAMARCA;0;1;1;1
CAJAMARCA;CAJAMARCA;CAJAMARCA;1;1;1;1
CAJAMARCA;CAJAMARCA;CAJAMARCA;1;1;1;1
CAJAMARCA;CAJAMARCA;CAJAMARCA;1;2;2;1
CAJAMARCA;CAJAMARCA;CAJAMARCA;2;1;1;1
CAJAMARCA;CAJAMARCA;CAJAMARCA;2;1;1;1
CAJAMARCA;CAJAMARCA;CAJAMARCA; ; ; ; 
CAJAMARCA;CAJAMARCA;CAJAMARCA; ; ; ; 
CAJAMARCA;CAJAMARCA;CAJAMARCA; ; ; ; 
CAJAMARCA;CAJAMARCA;CAJAMARCA;0;0;0;0
CAJAMARCA;CAJAMARCA;CAJAMARCA;1;1;1;1
CAJAMARCA;CAJAMARCA;CAJAMARCA;2;1;1;1
CAJAMARCA;CAJAMARCA;CAJAMARCA;1;1;1;1
CAJAMARCA;CAJAMARCA;CAJAMARCA;1;1;1;1
CAJAMARCA;CAJAMARCA;CAJAMARCA;1;1;1;1
CAJAMARCA;CAJAMARCA;CAJAMARCA;2;1;1;1
CAJAMARCA;CAJAMARCA;CAJAMARCA;1;1;1;1
CAJAMARCA;CAJAMARCA;CAJAMARCA;1;1;1;1
CAJAMARCA;CAJAMARCA;CAJAMARCA;1;1;1;1
CAJAMARCA;CAJAMARCA;CAJAMARCA;1;1;1;1
CAJAMARCA;CAJAMARCA;CAJAMARCA;0;1;1;1
CAJAMARCA;CAJAMARCA;CAJAMARCA;1;1;1;1
CAJAMARCA;CAJAMARCA;CAJAMARCA;1;1;1;1
CAJAMARCA;CAJAMARCA;CAJAMARCA;1;1;1;1
CAJAMARCA;CAJAMARCA;CAJAMARCA;2;1;1;1
CAJAMARCA;CAJAMARCA;CAJAMARCA;1;1;1;1
CAJAMARCA;CAJAMARCA;CAJAMARCA;1;1;1;1
CAJAMARCA;CAJAMARCA;CAJAMARCA;1;1;1;1
CAJAMARCA;CAJAMARCA;CAJAMARCA;0;0;0;0
CAJAMARCA;CAJAMARCA;CAJAMARCA;2;2;2;2
CAJAMARCA;CAJAMARCA;CAJAMARCA;2;1;1;1
CAJAMARCA;CAJAMARCA;CAJAMARCA;1;2;1;1
CAJAMARCA;CAJAMARCA;CAJAMARCA;1;1;1;1
CAJAMARCA;CAJAMARCA;CAJAMARCA;1;1;1;1
CAJAMARCA;CAJAMARCA;CAJAMARCA;1;1;1;1
CAJAMARCA;CAJAMARCA;CAJAMARCA;1;1;1;1
CAJAMARCA;CAJAMARCA;CAJAMARCA;2;2;2;2
CAJAMARCA;CAJAMARCA;CAJAMARCA;1;1;1;1
CAJAMARCA;CAJAMARCA;JESUS;3;1;1;1
CAJAMARCA;CAJAMARCA;JESUS;1;1;1;1
CAJAMARCA;CAJAMARCA;JESUS;0;1;1;1
CAJAMARCA;CAJAMARCA;JESUS;1;1;1;1
CAJAMARCA;CAJAMARCA;JESUS;1;1;1;1
CAJAMARCA;CAJAMARCA;JESUS;0;1;1;1
CAJAMARCA;CAJAMARCA;JESUS;1;1;1;1
CAJAMARCA;CAJAMARCA;JESUS;1;1;1;1
CAJAMARCA;CAJAMARCA;JESUS;0;1;1;1
CAJAMARCA;CAJAMARCA;JESUS;0;1;1;1
CAJAMARCA;CAJAMARCA;JESUS;0;1;1;1
CAJAMARCA;CAJAMARCA;JESUS;1;1;1;1
CAJAMARCA;CAJAMARCA;JESUS;1;1;1;1
CAJAMARCA;CAJAMARCA;JESUS;1;1;1;1
CAJAMARCA;CAJAMARCA;JESUS;2;1;1;1
CAJAMARCA;CAJAMARCA;JESUS;2;1;1;1
CAJAMARCA;CAJAMARCA;JESUS;2;1;1;1
CAJAMARCA;CAJAMARCA;JESUS; ; ; ; 
CAJAMARCA;CAJAMARCA;JESUS;0;1;0;0
CAJAMARCA;CAJAMARCA;JESUS; ; ; ; 
CAJAMARCA;CAJAMARCA;JESUS;2;2;0;0
CAJAMARCA;CAJAMARCA;LOS BANOS DEL INCA;0;0;0;0
CAJAMARCA;CAJAMARCA;LOS BANOS DEL INCA;0;0;0;0
CAJAMARCA;CAJAMARCA;LOS BANOS DEL INCA;1;1;0;0
CAJAMARCA;CAJAMARCA;LOS BANOS DEL INCA;2;2;0;0
CAJAMARCA;CAJAMARCA;LOS BANOS DEL INCA;1;1;0;1
CAJAMARCA;CAJAMARCA;LOS BANOS DEL INCA;0;0;0;0
CAJAMARCA;CAJAMARCA;LOS BANOS DEL INCA;3;3;3;3
CAJAMARCA;CAJAMARCA;LOS BANOS DEL INCA;0;0;0;0
CAJAMARCA;CAJAMARCA;LOS BANOS DEL INCA;0;0;0;0
CAJAMARCA;CAJAMARCA;LOS BANOS DEL INCA;0;0;0;0
CAJAMARCA;CAJAMARCA;LOS BANOS DEL INCA;0;0;0;0
CAJAMARCA;CAJAMARCA;LOS BANOS DEL INCA;1;0;0;0
CAJAMARCA;CAJAMARCA;LOS BANOS DEL INCA;0;0;0;0
CAJAMARCA;CAJAMARCA;LOS BANOS DEL INCA;0;0;0;0
CAJAMARCA;CAJAMARCA;LOS BANOS DEL INCA;1;1;1;1
CAJAMARCA;CAJAMARCA;LOS BANOS DEL INCA;1;0;0;0
CAJAMARCA;CAJAMARCA;LOS BANOS DEL INCA;2;2;2;2
CAJAMARCA;CAJAMARCA;LOS BANOS DEL INCA;1;1;1;1
CAJAMARCA;CAJAMARCA;LOS BANOS DEL INCA;1;1;1;1
CAJAMARCA;CAJAMARCA;LOS BANOS DEL INCA;1;1;1;1
CAJAMARCA;CAJAMARCA;LOS BANOS DEL INCA;1;1;1;1
CAJAMARCA;CAJAMARCA;LOS BANOS DEL INCA;1;1;1;1
CAJAMARCA;CAJAMARCA;LOS BANOS DEL INCA;2;2;2;1
CAJAMARCA;CAJAMARCA;LOS BANOS DEL INCA;2;2;2;2
CAJAMARCA;CAJAMARCA;LOS BANOS DEL INCA;2;2;2;2
CAJAMARCA;CAJAMARCA;LOS BANOS DEL INCA;1;1;1;1
CAJAMARCA;CAJAMARCA;LOS BANOS DEL INCA;1;2;0;0
CAJAMARCA;CAJAMARCA;LOS BANOS DEL INCA;2;1;1;1
CAJAMARCA;CAJAMARCA;LOS BANOS DEL INCA;2;1;1;1
CAJAMARCA;CAJAMARCA;LOS BANOS DEL INCA;1;1;1;1
CAJAMARCA;CAJAMARCA;LOS BANOS DEL INCA;1;1;1;1
CAJAMARCA;CAJAMARCA;LOS BANOS DEL INCA;1;1;1;1
CAJAMARCA;CAJAMARCA;LOS BANOS DEL INCA;2;1;1;1
CAJAMARCA;CAJAMARCA;LOS BANOS DEL INCA;1;1;1;1
CAJAMARCA;CAJAMARCA;LOS BANOS DEL INCA;1;1;1;1
CAJAMARCA;CAJAMARCA;LOS BANOS DEL INCA;0;1;1;1
CAJAMARCA;CAJAMARCA;LOS BANOS DEL INCA;1;1;1;1
CAJAMARCA;CAJAMARCA;LOS BANOS DEL INCA;1;1;1;1
CAJAMARCA;CAJAMARCA;LOS BANOS DEL INCA;1;1;1;1
CAJAMARCA;CAJAMARCA;LOS BANOS DEL INCA;1;1;1;1
CAJAMARCA;CAJAMARCA;LOS BANOS DEL INCA;1;1;1;1
CAJAMARCA;CAJAMARCA;LOS BANOS DEL INCA;0;1;1;1
CAJAMARCA;CAJAMARCA;LOS BANOS DEL INCA;0;1;1;1
CAJAMARCA;CAJAMARCA;LOS BANOS DEL INCA;1;1;1;1
CAJAMARCA;CAJAMARCA;LOS BANOS DEL INCA;1;1;1;1
CAJAMARCA;CAJAMARCA;LOS BANOS DEL INCA;1;1;1;1
CAJAMARCA;CAJAMARCA;LOS BANOS DEL INCA;1;1;1;1
CAJAMARCA;CAJAMARCA;LOS BANOS DEL INCA;1;1;1;1
CAJAMARCA;CAJAMARCA;LOS BANOS DEL INCA;1;1;1;1
CAJAMARCA;CAJAMARCA;LOS BANOS DEL INCA;1;1;1;1
CAJAMARCA;CAJABAMBA;CAJABAMBA;1;2;0;0
CAJAMARCA;CAJABAMBA;CAJABAMBA;2;2;2;2
CAJAMARCA;CAJABAMBA;CAJABAMBA; ; ; ; 
CAJAMARCA;CAJABAMBA;CAJABAMBA;1;1;1;1
CAJAMARCA;CAJABAMBA;CAJABAMBA;1;2;1;0
CAJAMARCA;CAJABAMBA;CAJABAMBA;0;0;1;1
CAJAMARCA;CAJABAMBA;CAJABAMBA;1;2;1;1
CAJAMARCA;CAJABAMBA;CAJABAMBA;1;1;1;1
CAJAMARCA;CAJABAMBA;CAJABAMBA;1;1;0;0
CAJAMARCA;CAJABAMBA;CAJABAMBA;0;1;0;0
CAJAMARCA;CAJABAMBA;CAJABAMBA;1;3;2;3
CAJAMARCA;CAJABAMBA;CAJABAMBA;1;2;1;1
CAJAMARCA;CAJABAMBA;CAJABAMBA;1;3;0;1
CAJAMARCA;CAJABAMBA;CAJABAMBA;0;0;0;0
CAJAMARCA;CAJABAMBA;CAJABAMBA;1;0;1;0
CAJAMARCA;CAJABAMBA;CAJABAMBA;1;0;0;0
CAJAMARCA;CAJABAMBA;CAJABAMBA;1;2;2;1
CAJAMARCA;CAJABAMBA;CAJABAMBA;2;2;2;2
CAJAMARCA;CAJABAMBA;CAJABAMBA;0;2;0;0
CAJAMARCA;CAJABAMBA;CAJABAMBA;1;1;1;1
CAJAMARCA;CAJABAMBA;CAJABAMBA;0;1;0;0
CAJAMARCA;CAJABAMBA;CAJABAMBA;1;2;0;0
CAJAMARCA;CAJABAMBA;CAJABAMBA; ; ; ; 
CAJAMARCA;CAJABAMBA;CAJABAMBA; ; ; ; 
CAJAMARCA;CAJABAMBA;CAJABAMBA;0;1;1;0
CAJAMARCA;CAJABAMBA;CAJABAMBA;2;2;1;1
CAJAMARCA;CAJABAMBA;CAJABAMBA;1;1;0;0
CAJAMARCA;CAJABAMBA;CAJABAMBA;2;2;1;1
CAJAMARCA;CAJABAMBA;CAJABAMBA;1;1;0;0
CAJAMARCA;CAJABAMBA;CAJABAMBA;0;2;0;0
CAJAMARCA;CELENDIN;CELENDIN;2;1;2;2
CAJAMARCA;CELENDIN;CELENDIN;2;1;2;2
CAJAMARCA;CELENDIN;CELENDIN;2;2;1;1
CAJAMARCA;CELENDIN;CELENDIN;1;1;1;1
CAJAMARCA;CELENDIN;CELENDIN;1;0;1;1
CAJAMARCA;CELENDIN;CELENDIN;2;0;1;1
CAJAMARCA;CELENDIN;CELENDIN;2;2;2;2
CAJAMARCA;CELENDIN;CELENDIN;2;2;2;2
CAJAMARCA;CELENDIN;CELENDIN;1;1;1;1
CAJAMARCA;CELENDIN;CELENDIN;2;2;2;2
CAJAMARCA;CELENDIN;CELENDIN;2;2;2;2
CAJAMARCA;CELENDIN;CELENDIN;2;2;2;2
CAJAMARCA;CELENDIN;CELENDIN;2;1;0;0
CAJAMARCA;CELENDIN;CELENDIN;1;1;1;1
CAJAMARCA;CELENDIN;CELENDIN;2;2;2;2
CAJAMARCA;CELENDIN;CELENDIN;2;2;2;2
CAJAMARCA;CELENDIN;CELENDIN;2;2;1;1
CAJAMARCA;CELENDIN;CELENDIN;2;2;1;2
CAJAMARCA;CELENDIN;CELENDIN;1;1;0;0
CAJAMARCA;CELENDIN;CELENDIN;0;0;0;0
CAJAMARCA;CELENDIN;CELENDIN;2;1;0;0
CAJAMARCA;CELENDIN;CELENDIN;1;1;1;1
CAJAMARCA;CELENDIN;CELENDIN;1;1;0;0
CAJAMARCA;CELENDIN;CELENDIN;2;2;1;2
CAJAMARCA;CELENDIN;CELENDIN;0;0;0;0
CAJAMARCA;CELENDIN;CELENDIN;1;1;1;1
CAJAMARCA;CELENDIN;CELENDIN;0;1;1;1
CAJAMARCA;CELENDIN;CELENDIN;1;1;1;1
CAJAMARCA;CELENDIN;CELENDIN;1;1;1;1
CAJAMARCA;CELENDIN;CELENDIN;2;0;2;2
CAJAMARCA;CELENDIN;CELENDIN;1;1;1;1
CAJAMARCA;CELENDIN;CELENDIN;0;0;0;0
CAJAMARCA;CELENDIN;CELENDIN;0;0;0;0
CAJAMARCA;CELENDIN;CELENDIN;1;2;1;1
CAJAMARCA;CELENDIN;CELENDIN;0;1;1;1
CAJAMARCA;CELENDIN;CELENDIN;1;1;1;1
CAJAMARCA;CELENDIN;CELENDIN;0;0;0;0
CAJAMARCA;CHOTA;CHOTA;2;2;1;1
CAJAMARCA;CHOTA;CHOTA;0;0;0;0
CAJAMARCA;CHOTA;CHOTA;1;1;1;0
CAJAMARCA;CHOTA;CHOTA;2;2;1;1
CAJAMARCA;CHOTA;CHOTA;2;1;2;2
CAJAMARCA;CHOTA;CHOTA;1;2;0;0
CAJAMARCA;CHOTA;CHOTA;2;1;1;1
CAJAMARCA;CHOTA;CHOTA;1;1;0;0
CAJAMARCA;CHOTA;CHOTA;1;1;1;1
CAJAMARCA;CHOTA;CHOTA;1;1;1;1
CAJAMARCA;CHOTA;CHOTA;1;0;0;0
CAJAMARCA;CHOTA;CHOTA;1;1;1;1
CAJAMARCA;CHOTA;CHOTA;2;2;1;1
CAJAMARCA;CHOTA;CHOTA;1;1;1;1
CAJAMARCA;CHOTA;CHOTA;1;1;1;1
CAJAMARCA;CHOTA;CHOTA;1;2;1;1
CAJAMARCA;CHOTA;CHOTA;2;2;1;1
CAJAMARCA;CHOTA;CHOTA;1;1;0;0
CAJAMARCA;CHOTA;CHOTA;2;2;3;1
CAJAMARCA;CHOTA;CHOTA;2;2;2;2
CAJAMARCA;CHOTA;CHOTA;1;2;0;0
CAJAMARCA;CHOTA;CHOTA;2;2;2;2
CAJAMARCA;CHOTA;CHOTA;1;2;1;1
CAJAMARCA;CHOTA;CHOTA;2;3;0;1
CAJAMARCA;CHOTA;CHOTA;2;2;0;0
CAJAMARCA;CHOTA;CHOTA;1;1;1;1
CAJAMARCA;CHOTA;CHOTA;2;2;1;0
CAJAMARCA;CHOTA;CHOTA;2;2;1;1
CAJAMARCA;CHOTA;CHOTA;1;1;2;2
CAJAMARCA;CHOTA;CHOTA;1;1;1;1
CAJAMARCA;CHOTA;CHOTA;1;1;1;1
CAJAMARCA;CHOTA;CHOTA;2;2;1;1
CAJAMARCA;CHOTA;CHOTA;2;2;0;0
CAJAMARCA;CHOTA;CHOTA;2;2;1;1
CAJAMARCA;CHOTA;CHOTA;2;2;2;2
CAJAMARCA;CHOTA;CHOTA;2;1;1;1
CAJAMARCA;CHOTA;CHOTA;1;2;1;1
CAJAMARCA;CHOTA;CHOTA;1;1;1;1
CAJAMARCA;CHOTA;CHOTA;2;2;0;0
CAJAMARCA;CHOTA;CHOTA;3;2;3;3
CAJAMARCA;CHOTA;CHOTA;1;1;1;2
CAJAMARCA;CHOTA;CHOTA;1;2;2;2
CAJAMARCA;CHOTA;CHOTA;1;1;1;1
CAJAMARCA;CHOTA;TACABAMBA;1;1;2;1
CAJAMARCA;CHOTA;TACABAMBA;1;0;2;2
CAJAMARCA;CHOTA;TACABAMBA;2;2;2;2
CAJAMARCA;CHOTA;TACABAMBA;1;0;2;2
CAJAMARCA;CHOTA;TACABAMBA;1;1;1;1
CAJAMARCA;CHOTA;TACABAMBA;0;0;0;0
CAJAMARCA;CHOTA;TACABAMBA;1;1;1;1
CAJAMARCA;CHOTA;TACABAMBA; ; ; ; 
CAJAMARCA;CONTUMAZA;CONTUMAZA;1;1;0;0
CAJAMARCA;CONTUMAZA;CONTUMAZA;2;2;0;0
CAJAMARCA;CONTUMAZA;CONTUMAZA;1;1;1;1
CAJAMARCA;CONTUMAZA;CONTUMAZA;1;0;1;1
CAJAMARCA;CONTUMAZA;CONTUMAZA;2;2;2;2
CAJAMARCA;CONTUMAZA;CONTUMAZA;1;1;1;1
CAJAMARCA;CONTUMAZA;CONTUMAZA;2;2;1;1
CAJAMARCA;CONTUMAZA;CONTUMAZA;1;1;2;2
CAJAMARCA;CONTUMAZA;YONAN;2;2;2;2
CAJAMARCA;CONTUMAZA;YONAN;2;2;1;1
CAJAMARCA;CONTUMAZA;YONAN;2;2;2;2
CAJAMARCA;CONTUMAZA;YONAN; ; ; ; 
CAJAMARCA;CONTUMAZA;YONAN;1;2;2;2
CAJAMARCA;CONTUMAZA;YONAN;1;1;1;1
CAJAMARCA;CONTUMAZA;YONAN;2;2;2;2
CAJAMARCA;CONTUMAZA;YONAN;2;2;2;2
CAJAMARCA;CONTUMAZA;YONAN;2;2;2;2
CAJAMARCA;CONTUMAZA;YONAN;1;1;1;1
CAJAMARCA;CONTUMAZA;YONAN;1;1;1;1
CAJAMARCA;CONTUMAZA;YONAN;0;0;1;1
CAJAMARCA;CONTUMAZA;YONAN; ; ; ; 
CAJAMARCA;CONTUMAZA;YONAN;0;1;1;1
CAJAMARCA;CONTUMAZA;YONAN;0;1;1;1
CAJAMARCA;CONTUMAZA;YONAN;1;1;1;1
CAJAMARCA;CONTUMAZA;YONAN; ; ; ; 
CAJAMARCA;CONTUMAZA;YONAN;2;2;2;2
CAJAMARCA;CUTERVO;CUTERVO;1;1;1;1
CAJAMARCA;CUTERVO;CUTERVO;2;2;1;1
CAJAMARCA;CUTERVO;CUTERVO;0;0;0;0
CAJAMARCA;CUTERVO;CUTERVO;1;1;1;1
CAJAMARCA;CUTERVO;CUTERVO;1;1;1;1
CAJAMARCA;CUTERVO;CUTERVO;0;0;0;0
CAJAMARCA;CUTERVO;CUTERVO;2;2;2;2
CAJAMARCA;CUTERVO;CUTERVO;1;1;1;1
CAJAMARCA;CUTERVO;CUTERVO;2;2;2;2
CAJAMARCA;CUTERVO;CUTERVO;3;3;3;3
CAJAMARCA;CUTERVO;CUTERVO;1;0;1;1
CAJAMARCA;CUTERVO;CUTERVO;2;2;1;1
CAJAMARCA;CUTERVO;CUTERVO;1;1;1;1
CAJAMARCA;CUTERVO;CUTERVO;0;0;0;0
CAJAMARCA;CUTERVO;CUTERVO;1;1;2;2
CAJAMARCA;CUTERVO;CUTERVO;0;0;0;0
CAJAMARCA;CUTERVO;CUTERVO;0;0;0;0
CAJAMARCA;CUTERVO;CUTERVO;3;3;2;2
CAJAMARCA;CUTERVO;CUTERVO; ; ; ; 
CAJAMARCA;CUTERVO;CUTERVO;3;3;1;1
CAJAMARCA;CUTERVO;CUTERVO;2;2;2;2
CAJAMARCA;CUTERVO;CUTERVO; ; ; ; 
CAJAMARCA;CUTERVO;CUTERVO;3;3;1;1
CAJAMARCA;CUTERVO;CUTERVO;0;0;0;0
CAJAMARCA;CUTERVO;CUTERVO;0;0;0;0
CAJAMARCA;CUTERVO;CUTERVO;1;0;1;1
CAJAMARCA;CUTERVO;CUTERVO;0;0;0;0
CAJAMARCA;CUTERVO;CUTERVO;1;1;1;1
CAJAMARCA;CUTERVO;CUTERVO;2;3;3;3
CAJAMARCA;CUTERVO;CUTERVO;1;1;0;0
CAJAMARCA;CUTERVO;CUTERVO;2;2;2;2
CAJAMARCA;CUTERVO;CUTERVO;3;3;2;2
CAJAMARCA;CUTERVO;SOCOTA;1;1;1;1
CAJAMARCA;CUTERVO;SOCOTA;1;2;0;0
CAJAMARCA;CUTERVO;SOCOTA;1;1;1;1
CAJAMARCA;CUTERVO;SOCOTA;1;0;0;0
CAJAMARCA;CUTERVO;SOCOTA;2;1;1;0
CAJAMARCA;CUTERVO;SOCOTA;1;1;1;1
CAJAMARCA;CUTERVO;SOCOTA;1;1;1;0
CAJAMARCA;CUTERVO;SOCOTA;0;0;0;0
CAJAMARCA;CUTERVO;SOCOTA;1;1;1;1
CAJAMARCA;CUTERVO;SOCOTA;2;2;2;2
CAJAMARCA;CUTERVO;SOCOTA;2;1;1;1
CAJAMARCA;CUTERVO;SOCOTA;2;2;1;1
CAJAMARCA;CUTERVO;SOCOTA;1;2;0;0
CAJAMARCA;CUTERVO;SOCOTA;1;0;1;1
CAJAMARCA;CUTERVO;SOCOTA;0;0;0;0
CAJAMARCA;CUTERVO;SOCOTA;2;1;1;1
CAJAMARCA;HUALGAYOC;BAMBAMARCA;1;2;2;1
CAJAMARCA;HUALGAYOC;BAMBAMARCA;1;1;1;1
CAJAMARCA;HUALGAYOC;BAMBAMARCA;2;2;2;2
CAJAMARCA;HUALGAYOC;BAMBAMARCA; ; ; ; 
CAJAMARCA;HUALGAYOC;BAMBAMARCA;1;1;1;1
CAJAMARCA;HUALGAYOC;BAMBAMARCA;2;1;1;1
CAJAMARCA;HUALGAYOC;BAMBAMARCA;1;1;2;2
CAJAMARCA;HUALGAYOC;BAMBAMARCA;2;1;1;1
CAJAMARCA;HUALGAYOC;BAMBAMARCA; ; ; ; 
CAJAMARCA;HUALGAYOC;BAMBAMARCA;0;1;1;1
CAJAMARCA;HUALGAYOC;BAMBAMARCA;1;1;1;1
CAJAMARCA;HUALGAYOC;BAMBAMARCA;0;1;1;1
CAJAMARCA;HUALGAYOC;BAMBAMARCA; ; ; ; 
CAJAMARCA;HUALGAYOC;BAMBAMARCA;0;1;1;1
CAJAMARCA;HUALGAYOC;BAMBAMARCA;2;1;1;1
CAJAMARCA;HUALGAYOC;BAMBAMARCA;1;1;1;1
CAJAMARCA;HUALGAYOC;BAMBAMARCA;1;1;1;1
CAJAMARCA;HUALGAYOC;BAMBAMARCA;2;1;1;1
CAJAMARCA;HUALGAYOC;BAMBAMARCA;0;1;1;1
CAJAMARCA;HUALGAYOC;BAMBAMARCA;2;2;2;2
CAJAMARCA;HUALGAYOC;BAMBAMARCA;1;1;1;1
CAJAMARCA;HUALGAYOC;BAMBAMARCA;0;1;1;1
CAJAMARCA;HUALGAYOC;BAMBAMARCA;2;2;2;2
CAJAMARCA;HUALGAYOC;BAMBAMARCA;1;1;1;1
CAJAMARCA;HUALGAYOC;BAMBAMARCA;1;1;1;1
CAJAMARCA;HUALGAYOC;BAMBAMARCA;1;1;1;1
CAJAMARCA;HUALGAYOC;BAMBAMARCA;1;2;1;1
CAJAMARCA;HUALGAYOC;BAMBAMARCA;2;1;1;1
CAJAMARCA;HUALGAYOC;BAMBAMARCA;2;2;2;2
CAJAMARCA;HUALGAYOC;BAMBAMARCA;2;2;1;1
CAJAMARCA;HUALGAYOC;BAMBAMARCA;1;1;0;0
CAJAMARCA;HUALGAYOC;BAMBAMARCA;2;1;2;2
CAJAMARCA;HUALGAYOC;BAMBAMARCA;2;2;0;0
CAJAMARCA;HUALGAYOC;BAMBAMARCA;2;2;2;2
CAJAMARCA;HUALGAYOC;BAMBAMARCA;1;1;0;0
CAJAMARCA;HUALGAYOC;BAMBAMARCA;1;1;1;1
CAJAMARCA;HUALGAYOC;BAMBAMARCA;1;0;0;0
CAJAMARCA;HUALGAYOC;BAMBAMARCA;2;2;2;2
CAJAMARCA;HUALGAYOC;BAMBAMARCA;1;2;2;2
CAJAMARCA;HUALGAYOC;BAMBAMARCA;2;2;2;2
CAJAMARCA;HUALGAYOC;BAMBAMARCA;2;2;2;2
CAJAMARCA;HUALGAYOC;BAMBAMARCA;1;1;1;1
CAJAMARCA;HUALGAYOC;BAMBAMARCA;1;1;1;1
CAJAMARCA;HUALGAYOC;BAMBAMARCA;0;0;0;0
CAJAMARCA;HUALGAYOC;BAMBAMARCA;0;0;1;1
CAJAMARCA;HUALGAYOC;BAMBAMARCA;1;1;1;1
CAJAMARCA;HUALGAYOC;BAMBAMARCA;0;0;0;0
CAJAMARCA;HUALGAYOC;BAMBAMARCA;1;1;0;0
CAJAMARCA;HUALGAYOC;BAMBAMARCA;1;1;1;1
CAJAMARCA;HUALGAYOC;BAMBAMARCA;1;1;1;1
CAJAMARCA;HUALGAYOC;BAMBAMARCA;0;0;0;0
CAJAMARCA;HUALGAYOC;BAMBAMARCA;1;2;0;0
CAJAMARCA;HUALGAYOC;BAMBAMARCA;0;1;1;1
CAJAMARCA;HUALGAYOC;BAMBAMARCA;1;1;1;1
CAJAMARCA;HUALGAYOC;BAMBAMARCA;1;1;1;1
CAJAMARCA;HUALGAYOC;BAMBAMARCA;1;0;1;1
CAJAMARCA;HUALGAYOC;BAMBAMARCA;0;0;0;0
CAJAMARCA;HUALGAYOC;BAMBAMARCA;3;1;1;1
CAJAMARCA;HUALGAYOC;BAMBAMARCA;0;0;0;0
CAJAMARCA;HUALGAYOC;BAMBAMARCA;1;1;1;1
CAJAMARCA;HUALGAYOC;BAMBAMARCA;1;0;0;0
CAJAMARCA;HUALGAYOC;BAMBAMARCA;2;0;0;0
CAJAMARCA;HUALGAYOC;BAMBAMARCA;2;2;3;2
CAJAMARCA;HUALGAYOC;BAMBAMARCA;1;1;2;2
CAJAMARCA;HUALGAYOC;BAMBAMARCA;1;1;0;0
CAJAMARCA;HUALGAYOC;BAMBAMARCA;1;2;1;1
CAJAMARCA;HUALGAYOC;BAMBAMARCA;3;1;1;1
CAJAMARCA;HUALGAYOC;BAMBAMARCA;1;1;0;0
CAJAMARCA;HUALGAYOC;BAMBAMARCA;1;1;0;0
CAJAMARCA;HUALGAYOC;BAMBAMARCA; ; ; ; 
CAJAMARCA;HUALGAYOC;BAMBAMARCA;1;1;1;1
CAJAMARCA;HUALGAYOC;BAMBAMARCA;2;2;2;2
CAJAMARCA;HUALGAYOC;BAMBAMARCA;2;2;0;0
CAJAMARCA;HUALGAYOC;BAMBAMARCA;2;2;1;1
CAJAMARCA;JAEN;JAEN;0;1;1;1
CAJAMARCA;JAEN;JAEN;0;0;1;1
CAJAMARCA;JAEN;JAEN;0;1;1;1
CAJAMARCA;JAEN;JAEN;1;1;1;1
CAJAMARCA;JAEN;JAEN;0;1;1;1
CAJAMARCA;JAEN;JAEN;2;0;0;0
CAJAMARCA;JAEN;JAEN;0;0;0;0
CAJAMARCA;JAEN;JAEN;0;1;1;1
CAJAMARCA;JAEN;JAEN;0;1;1;1
CAJAMARCA;JAEN;JAEN; ; ; ; 
