anio,mes,fecha_descarga,distrito_fiscal,ubicacion_especialidad,cargo,condicion,sexo,total,ubigeo_pjfs,dpto_pjfs,prov_pjfs,dist_pjfs,fecha_corte
2019,12,02/01/2020,AMAZONAS,CORRUPCION DE FUNCIONARIOS,FISCAL ADJUNTO PROVINCIAL,PROVISIONAL,MASCULINO,2,10101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,14/06/2023
2019,12,02/01/2020,AMAZONAS,CORRUPCION DE FUNCIONARIOS,FISCAL ADJUNTO PROVINCIAL,TITULAR,FEMENINO,1,10101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,14/06/2023
2019,12,02/01/2020,AMAZONAS,CORRUPCION DE FUNCIONARIOS,FISCAL ADJUNTO PROVINCIAL,TITULAR,MASCULINO,1,10101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,14/06/2023
2019,12,02/01/2020,AMAZONAS,CORRUPCION DE FUNCIONARIOS,FISCAL PROVINCIAL,PROVISIONAL (Titular Promovido),MASCULINO,1,10101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,14/06/2023
2019,12,02/01/2020,AMAZONAS,CORRUPCION DE FUNCIONARIOS,FISCAL PROVINCIAL,TITULAR,MASCULINO,1,10101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,14/06/2023
2019,12,02/01/2020,AMAZONAS,CRIMEN ORGANIZADO,FISCAL ADJUNTO PROVINCIAL,PROVISIONAL,MASCULINO,1,10101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,14/06/2023
2019,12,02/01/2020,AMAZONAS,CRIMEN ORGANIZADO,FISCAL ADJUNTO PROVINCIAL,TITULAR,MASCULINO,1,10101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,14/06/2023
2019,12,02/01/2020,AMAZONAS,CRIMEN ORGANIZADO,FISCAL PROVINCIAL,TITULAR,FEMENINO,1,10101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,14/06/2023
2019,12,02/01/2020,AMAZONAS,MATERIA AMBIENTAL,FISCAL ADJUNTO PROVINCIAL,PROVISIONAL,FEMENINO,3,10101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,14/06/2023
2019,12,02/01/2020,AMAZONAS,MATERIA AMBIENTAL,FISCAL ADJUNTO PROVINCIAL,PROVISIONAL,MASCULINO,2,10101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,14/06/2023
2019,12,02/01/2020,AMAZONAS,MATERIA AMBIENTAL,FISCAL ADJUNTO PROVINCIAL,TITULAR,MASCULINO,1,10101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,14/06/2023
2019,12,02/01/2020,AMAZONAS,MATERIA AMBIENTAL,FISCAL PROVINCIAL,TITULAR,MASCULINO,2,10101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,14/06/2023
2019,12,02/01/2020,AMAZONAS,MIXTA,FISCAL ADJUNTO PROVINCIAL,PROVISIONAL,FEMENINO,1,10101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,14/06/2023
2019,12,02/01/2020,AMAZONAS,MIXTA,FISCAL ADJUNTO PROVINCIAL,PROVISIONAL,MASCULINO,1,10101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,14/06/2023
2019,12,02/01/2020,AMAZONAS,MIXTA,FISCAL ADJUNTO PROVINCIAL,TITULAR,FEMENINO,2,10101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,14/06/2023
2019,12,02/01/2020,AMAZONAS,MIXTA,FISCAL ADJUNTO PROVINCIAL,TITULAR,MASCULINO,14,10101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,14/06/2023
2019,12,02/01/2020,AMAZONAS,MIXTA,FISCAL ADJUNTO SUPERIOR,PROVISIONAL,FEMENINO,1,10101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,14/06/2023
2019,12,02/01/2020,AMAZONAS,MIXTA,FISCAL ADJUNTO SUPERIOR,PROVISIONAL,MASCULINO,3,10101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,14/06/2023
2019,12,02/01/2020,AMAZONAS,MIXTA,FISCAL ADJUNTO SUPERIOR,PROVISIONAL (Titular Promovido),FEMENINO,1,10101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,14/06/2023
2019,12,02/01/2020,AMAZONAS,MIXTA,FISCAL ADJUNTO SUPERIOR,PROVISIONAL (Titular Promovido),MASCULINO,2,10101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,14/06/2023
2019,12,02/01/2020,AMAZONAS,MIXTA,FISCAL ADJUNTO SUPERIOR,TITULAR,FEMENINO,1,10101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,14/06/2023
2019,12,02/01/2020,AMAZONAS,MIXTA,FISCAL ADJUNTO SUPERIOR,TITULAR,MASCULINO,1,10101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,14/06/2023
2019,12,02/01/2020,AMAZONAS,MIXTA,FISCAL PROVINCIAL,PROVISIONAL,FEMENINO,2,10101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,14/06/2023
2019,12,02/01/2020,AMAZONAS,MIXTA,FISCAL PROVINCIAL,PROVISIONAL,MASCULINO,2,10101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,14/06/2023
2019,12,02/01/2020,AMAZONAS,MIXTA,FISCAL PROVINCIAL,PROVISIONAL (Titular Promovido),FEMENINO,2,10101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,14/06/2023
2019,12,02/01/2020,AMAZONAS,MIXTA,FISCAL PROVINCIAL,PROVISIONAL (Titular Promovido),MASCULINO,2,10101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,14/06/2023
2019,12,02/01/2020,AMAZONAS,MIXTA,FISCAL PROVINCIAL,TITULAR,MASCULINO,2,10101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,14/06/2023
2019,12,02/01/2020,AMAZONAS,MIXTA,FISCAL SUPERIOR,PROVISIONAL (Titular Promovido),MASCULINO,1,10101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,14/06/2023
2019,12,02/01/2020,AMAZONAS,MIXTA,FISCAL SUPERIOR,TITULAR,MASCULINO,2,10101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,14/06/2023
2019,12,02/01/2020,AMAZONAS,PENAL,FISCAL ADJUNTO PROVINCIAL,PROVISIONAL,FEMENINO,5,10101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,14/06/2023
2019,12,02/01/2020,AMAZONAS,PENAL,FISCAL ADJUNTO PROVINCIAL,PROVISIONAL,MASCULINO,9,10101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,14/06/2023
2019,12,02/01/2020,AMAZONAS,PENAL,FISCAL ADJUNTO PROVINCIAL,TITULAR,FEMENINO,10,10101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,14/06/2023
2019,12,02/01/2020,AMAZONAS,PENAL,FISCAL ADJUNTO PROVINCIAL,TITULAR,MASCULINO,18,10101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,14/06/2023
2019,12,02/01/2020,AMAZONAS,PENAL,FISCAL ADJUNTO SUPERIOR,TITULAR,FEMENINO,1,10101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,14/06/2023
2019,12,02/01/2020,AMAZONAS,PENAL,FISCAL ADJUNTO SUPERIOR,TITULAR,MASCULINO,1,10101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,14/06/2023
2019,12,02/01/2020,AMAZONAS,PENAL,FISCAL PROVINCIAL,PROVISIONAL,FEMENINO,2,10101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,14/06/2023
2019,12,02/01/2020,AMAZONAS,PENAL,FISCAL PROVINCIAL,PROVISIONAL,MASCULINO,3,10101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,14/06/2023
2019,12,02/01/2020,AMAZONAS,PENAL,FISCAL PROVINCIAL,PROVISIONAL (Titular Promovido),FEMENINO,2,10101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,14/06/2023
2019,12,02/01/2020,AMAZONAS,PENAL,FISCAL PROVINCIAL,PROVISIONAL (Titular Promovido),MASCULINO,3,10101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,14/06/2023
2019,12,02/01/2020,AMAZONAS,PENAL,FISCAL PROVINCIAL,TITULAR,FEMENINO,3,10101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,14/06/2023
2019,12,02/01/2020,AMAZONAS,PENAL,FISCAL PROVINCIAL,TITULAR,MASCULINO,9,10101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,14/06/2023
2019,12,02/01/2020,AMAZONAS,PENAL,FISCAL SUPERIOR,TITULAR,MASCULINO,1,10101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,14/06/2023
2019,12,02/01/2020,AMAZONAS,PREVENCION DEL DELITO,FISCAL ADJUNTO PROVINCIAL,PROVISIONAL,MASCULINO,1,10101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,14/06/2023
2019,12,02/01/2020,AMAZONAS,PREVENCION DEL DELITO,FISCAL ADJUNTO PROVINCIAL,TITULAR,FEMENINO,1,10101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,14/06/2023
2019,12,02/01/2020,AMAZONAS,PREVENCION DEL DELITO,FISCAL ADJUNTO PROVINCIAL,TITULAR,MASCULINO,4,10101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,14/06/2023
2019,12,02/01/2020,AMAZONAS,PREVENCION DEL DELITO,FISCAL PROVINCIAL,PROVISIONAL,FEMENINO,1,10101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,14/06/2023
2019,12,02/01/2020,AMAZONAS,PREVENCION DEL DELITO,FISCAL PROVINCIAL,PROVISIONAL,MASCULINO,1,10101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,14/06/2023
2019,12,02/01/2020,AMAZONAS,PREVENCION DEL DELITO,FISCAL PROVINCIAL,TITULAR,MASCULINO,1,10101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,14/06/2023
2019,12,02/01/2020,AMAZONAS,TRAFICO ILICITO DE DROGAS,FISCAL ADJUNTO PROVINCIAL,PROVISIONAL,FEMENINO,1,10101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,14/06/2023
2019,12,02/01/2020,AMAZONAS,TRAFICO ILICITO DE DROGAS,FISCAL ADJUNTO PROVINCIAL,PROVISIONAL,MASCULINO,1,10101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,14/06/2023
2019,12,02/01/2020,AMAZONAS,TRAFICO ILICITO DE DROGAS,FISCAL PROVINCIAL,TITULAR,MASCULINO,1,10101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,14/06/2023
2019,12,02/01/2020,AMAZONAS,VIOLENCIA CONTRA LA MUJER E INTEGRANTES DEL GRUPO FAMILIAR,FISCAL ADJUNTO PROVINCIAL,PROVISIONAL,FEMENINO,1,10101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,14/06/2023
2019,12,02/01/2020,AMAZONAS,VIOLENCIA CONTRA LA MUJER E INTEGRANTES DEL GRUPO FAMILIAR,FISCAL ADJUNTO PROVINCIAL,PROVISIONAL,MASCULINO,1,10101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,14/06/2023
2019,12,02/01/2020,AMAZONAS,VIOLENCIA CONTRA LA MUJER E INTEGRANTES DEL GRUPO FAMILIAR,FISCAL ADJUNTO PROVINCIAL,TITULAR,MASCULINO,2,10101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,14/06/2023
2019,12,02/01/2020,AMAZONAS,VIOLENCIA CONTRA LA MUJER E INTEGRANTES DEL GRUPO FAMILIAR,FISCAL PROVINCIAL,PROVISIONAL (Titular Promovido),FEMENINO,1,10101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,14/06/2023
2019,12,02/01/2020,AMAZONAS,VIOLENCIA CONTRA LA MUJER E INTEGRANTES DEL GRUPO FAMILIAR,FISCAL PROVINCIAL,PROVISIONAL (Titular Promovido),MASCULINO,1,10101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,14/06/2023
2019,12,02/01/2020,ANCASH,CIVIL Y FAMILIA,FISCAL ADJUNTO PROVINCIAL,PROVISIONAL,FEMENINO,8,20101,ANCASH,HUARAZ,HUARAZ,14/06/2023
2019,12,02/01/2020,ANCASH,CIVIL Y FAMILIA,FISCAL ADJUNTO PROVINCIAL,PROVISIONAL,MASCULINO,2,20101,ANCASH,HUARAZ,HUARAZ,14/06/2023
2019,12,02/01/2020,ANCASH,CIVIL Y FAMILIA,FISCAL ADJUNTO PROVINCIAL,TITULAR,FEMENINO,5,20101,ANCASH,HUARAZ,HUARAZ,14/06/2023
2019,12,02/01/2020,ANCASH,CIVIL Y FAMILIA,FISCAL ADJUNTO PROVINCIAL,TITULAR,MASCULINO,2,20101,ANCASH,HUARAZ,HUARAZ,14/06/2023
2019,12,02/01/2020,ANCASH,CIVIL Y FAMILIA,FISCAL ADJUNTO SUPERIOR,PROVISIONAL (Titular Promovido),MASCULINO,1,20101,ANCASH,HUARAZ,HUARAZ,14/06/2023
2019,12,02/01/2020,ANCASH,CIVIL Y FAMILIA,FISCAL PROVINCIAL,PROVISIONAL,FEMENINO,2,20101,ANCASH,HUARAZ,HUARAZ,14/06/2023
2019,12,02/01/2020,ANCASH,CIVIL Y FAMILIA,FISCAL PROVINCIAL,PROVISIONAL,MASCULINO,5,20101,ANCASH,HUARAZ,HUARAZ,14/06/2023
2019,12,02/01/2020,ANCASH,CIVIL Y FAMILIA,FISCAL PROVINCIAL,PROVISIONAL (Titular Promovido),MASCULINO,1,20101,ANCASH,HUARAZ,HUARAZ,14/06/2023
2019,12,02/01/2020,ANCASH,CIVIL Y FAMILIA,FISCAL PROVINCIAL,TITULAR,FEMENINO,4,20101,ANCASH,HUARAZ,HUARAZ,14/06/2023
2019,12,02/01/2020,ANCASH,CIVIL Y FAMILIA,FISCAL PROVINCIAL,TITULAR,MASCULINO,4,20101,ANCASH,HUARAZ,HUARAZ,14/06/2023
2019,12,02/01/2020,ANCASH,CIVIL Y FAMILIA,FISCAL SUPERIOR,PROVISIONAL (Titular Promovido),MASCULINO,1,20101,ANCASH,HUARAZ,HUARAZ,14/06/2023
2019,12,02/01/2020,ANCASH,CONTROL INTERNO,FISCAL ADJUNTO SUPERIOR,PROVISIONAL (Titular Promovido),FEMENINO,1,20101,ANCASH,HUARAZ,HUARAZ,14/06/2023
2019,12,02/01/2020,ANCASH,CONTROL INTERNO,FISCAL ADJUNTO SUPERIOR,PROVISIONAL (Titular Promovido),MASCULINO,1,20101,ANCASH,HUARAZ,HUARAZ,14/06/2023
2019,12,02/01/2020,ANCASH,CONTROL INTERNO,FISCAL SUPERIOR,TITULAR,FEMENINO,1,20101,ANCASH,HUARAZ,HUARAZ,14/06/2023
2019,12,02/01/2020,ANCASH,CORRUPCION DE FUNCIONARIOS,FISCAL ADJUNTO PROVINCIAL,PROVISIONAL,FEMENINO,1,20101,ANCASH,HUARAZ,HUARAZ,14/06/2023
2019,12,02/01/2020,ANCASH,CORRUPCION DE FUNCIONARIOS,FISCAL ADJUNTO PROVINCIAL,PROVISIONAL,MASCULINO,4,20101,ANCASH,HUARAZ,HUARAZ,14/06/2023
2019,12,02/01/2020,ANCASH,CORRUPCION DE FUNCIONARIOS,FISCAL ADJUNTO PROVINCIAL,TITULAR,MASCULINO,3,20101,ANCASH,HUARAZ,HUARAZ,14/06/2023
2019,12,02/01/2020,ANCASH,CORRUPCION DE FUNCIONARIOS,FISCAL ADJUNTO SUPERIOR,PROVISIONAL (Titular Promovido),FEMENINO,2,20101,ANCASH,HUARAZ,HUARAZ,14/06/2023
2019,12,02/01/2020,ANCASH,CORRUPCION DE FUNCIONARIOS,FISCAL ADJUNTO SUPERIOR,TITULAR,FEMENINO,1,20101,ANCASH,HUARAZ,HUARAZ,14/06/2023
2019,12,02/01/2020,ANCASH,CORRUPCION DE FUNCIONARIOS,FISCAL ADJUNTO SUPERIOR,TITULAR,MASCULINO,1,20101,ANCASH,HUARAZ,HUARAZ,14/06/2023
2019,12,02/01/2020,ANCASH,CORRUPCION DE FUNCIONARIOS,FISCAL PROVINCIAL,PROVISIONAL (Titular Promovido),MASCULINO,2,20101,ANCASH,HUARAZ,HUARAZ,14/06/2023
2019,12,02/01/2020,ANCASH,CORRUPCION DE FUNCIONARIOS,FISCAL PROVINCIAL,TITULAR,FEMENINO,2,20101,ANCASH,HUARAZ,HUARAZ,14/06/2023
2019,12,02/01/2020,ANCASH,CORRUPCION DE FUNCIONARIOS,FISCAL PROVINCIAL,TITULAR,MASCULINO,1,20101,ANCASH,HUARAZ,HUARAZ,14/06/2023
2019,12,02/01/2020,ANCASH,CORRUPCION DE FUNCIONARIOS,FISCAL SUPERIOR,PROVISIONAL (Titular Promovido),FEMENINO,1,20101,ANCASH,HUARAZ,HUARAZ,14/06/2023
2019,12,02/01/2020,ANCASH,CORRUPCION DE FUNCIONARIOS,FISCAL SUPERIOR,TITULAR,MASCULINO,1,20101,ANCASH,HUARAZ,HUARAZ,14/06/2023
2019,12,02/01/2020,ANCASH,EXTINCION DE DOMINIO,FISCAL ADJUNTO PROVINCIAL,PROVISIONAL,FEMENINO,2,20101,ANCASH,HUARAZ,HUARAZ,14/06/2023
2019,12,02/01/2020,ANCASH,EXTINCION DE DOMINIO,FISCAL PROVINCIAL,PROVISIONAL (Titular Promovido),FEMENINO,1,20101,ANCASH,HUARAZ,HUARAZ,14/06/2023
2019,12,02/01/2020,ANCASH,FAMILIA,FISCAL ADJUNTO PROVINCIAL,TITULAR,FEMENINO,2,20101,ANCASH,HUARAZ,HUARAZ,14/06/2023
2019,12,02/01/2020,ANCASH,FAMILIA,FISCAL PROVINCIAL,TITULAR,FEMENINO,1,20101,ANCASH,HUARAZ,HUARAZ,14/06/2023
2019,12,02/01/2020,ANCASH,FAMILIA,FISCAL PROVINCIAL,TITULAR,MASCULINO,1,20101,ANCASH,HUARAZ,HUARAZ,14/06/2023
2019,12,02/01/2020,ANCASH,MATERIA AMBIENTAL,FISCAL ADJUNTO PROVINCIAL,PROVISIONAL,MASCULINO,1,20101,ANCASH,HUARAZ,HUARAZ,14/06/2023
2019,12,02/01/2020,ANCASH,MATERIA AMBIENTAL,FISCAL ADJUNTO PROVINCIAL,TITULAR,MASCULINO,1,20101,ANCASH,HUARAZ,HUARAZ,14/06/2023
2019,12,02/01/2020,ANCASH,MATERIA AMBIENTAL,FISCAL PROVINCIAL,PROVISIONAL (Titular Promovido),FEMENINO,1,20101,ANCASH,HUARAZ,HUARAZ,14/06/2023
2019,12,02/01/2020,ANCASH,MIXTA,FISCAL ADJUNTO PROVINCIAL,PROVISIONAL,MASCULINO,1,20101,ANCASH,HUARAZ,HUARAZ,14/06/2023
2019,12,02/01/2020,ANCASH,MIXTA,FISCAL ADJUNTO PROVINCIAL,TITULAR,FEMENINO,5,20101,ANCASH,HUARAZ,HUARAZ,14/06/2023
2019,12,02/01/2020,ANCASH,MIXTA,FISCAL ADJUNTO PROVINCIAL,TITULAR,MASCULINO,1,20101,ANCASH,HUARAZ,HUARAZ,14/06/2023
2019,12,02/01/2020,ANCASH,MIXTA,FISCAL ADJUNTO SUPERIOR,PROVISIONAL,FEMENINO,1,20101,ANCASH,HUARAZ,HUARAZ,14/06/2023
2019,12,02/01/2020,ANCASH,MIXTA,FISCAL ADJUNTO SUPERIOR,TITULAR,MASCULINO,1,20101,ANCASH,HUARAZ,HUARAZ,14/06/2023
2019,12,02/01/2020,ANCASH,MIXTA,FISCAL PROVINCIAL,TITULAR,FEMENINO,1,20101,ANCASH,HUARAZ,HUARAZ,14/06/2023
2019,12,02/01/2020,ANCASH,MIXTA,FISCAL PROVINCIAL,TITULAR,MASCULINO,2,20101,ANCASH,HUARAZ,HUARAZ,14/06/2023
2019,12,02/01/2020,ANCASH,MIXTA,FISCAL SUPERIOR,PROVISIONAL,FEMENINO,1,20101,ANCASH,HUARAZ,HUARAZ,14/06/2023
2019,12,02/01/2020,ANCASH,PENAL,FISCAL ADJUNTO PROVINCIAL,PROVISIONAL,FEMENINO,19,20101,ANCASH,HUARAZ,HUARAZ,14/06/2023
2019,12,02/01/2020,ANCASH,PENAL,FISCAL ADJUNTO PROVINCIAL,PROVISIONAL,MASCULINO,17,20101,ANCASH,HUARAZ,HUARAZ,14/06/2023
2019,12,02/01/2020,ANCASH,PENAL,FISCAL ADJUNTO PROVINCIAL,TITULAR,FEMENINO,44,20101,ANCASH,HUARAZ,HUARAZ,14/06/2023
2019,12,02/01/2020,ANCASH,PENAL,FISCAL ADJUNTO PROVINCIAL,TITULAR,MASCULINO,49,20101,ANCASH,HUARAZ,HUARAZ,14/06/2023
2019,12,02/01/2020,ANCASH,PENAL,FISCAL ADJUNTO SUPERIOR,PROVISIONAL (Titular Promovido),FEMENINO,1,20101,ANCASH,HUARAZ,HUARAZ,14/06/2023
2019,12,02/01/2020,ANCASH,PENAL,FISCAL ADJUNTO SUPERIOR,PROVISIONAL (Titular Promovido),MASCULINO,1,20101,ANCASH,HUARAZ,HUARAZ,14/06/2023
2019,12,02/01/2020,ANCASH,PENAL,FISCAL ADJUNTO SUPERIOR,TITULAR,MASCULINO,5,20101,ANCASH,HUARAZ,HUARAZ,14/06/2023
2019,12,02/01/2020,ANCASH,PENAL,FISCAL PROVINCIAL,PROVISIONAL,FEMENINO,8,20101,ANCASH,HUARAZ,HUARAZ,14/06/2023
2019,12,02/01/2020,ANCASH,PENAL,FISCAL PROVINCIAL,PROVISIONAL,MASCULINO,9,20101,ANCASH,HUARAZ,HUARAZ,14/06/2023
2019,12,02/01/2020,ANCASH,PENAL,FISCAL PROVINCIAL,PROVISIONAL (Titular Promovido),MASCULINO,2,20101,ANCASH,HUARAZ,HUARAZ,14/06/2023
2019,12,02/01/2020,ANCASH,PENAL,FISCAL PROVINCIAL,TITULAR,FEMENINO,10,20101,ANCASH,HUARAZ,HUARAZ,14/06/2023
2019,12,02/01/2020,ANCASH,PENAL,FISCAL PROVINCIAL,TITULAR,MASCULINO,33,20101,ANCASH,HUARAZ,HUARAZ,14/06/2023
2019,12,02/01/2020,ANCASH,PENAL,FISCAL SUPERIOR,TITULAR,FEMENINO,2,20101,ANCASH,HUARAZ,HUARAZ,14/06/2023
2019,12,02/01/2020,ANCASH,PENAL,FISCAL SUPERIOR,TITULAR,MASCULINO,1,20101,ANCASH,HUARAZ,HUARAZ,14/06/2023
2019,12,02/01/2020,ANCASH,PREVENCION DEL DELITO,FISCAL ADJUNTO PROVINCIAL,TITULAR,FEMENINO,2,20101,ANCASH,HUARAZ,HUARAZ,14/06/2023
2019,12,02/01/2020,ANCASH,PREVENCION DEL DELITO,FISCAL ADJUNTO PROVINCIAL,TITULAR,MASCULINO,1,20101,ANCASH,HUARAZ,HUARAZ,14/06/2023
2019,12,02/01/2020,ANCASH,PREVENCION DEL DELITO,FISCAL PROVINCIAL,TITULAR,MASCULINO,1,20101,ANCASH,HUARAZ,HUARAZ,14/06/2023
2019,12,02/01/2020,APURIMAC,CIVIL Y FAMILIA,FISCAL ADJUNTO PROVINCIAL,PROVISIONAL,FEMENINO,1,30101,APURIMAC,ABANCAY,ABANCAY,14/06/2023
2019,12,02/01/2020,APURIMAC,CIVIL Y FAMILIA,FISCAL ADJUNTO PROVINCIAL,PROVISIONAL,MASCULINO,4,30101,APURIMAC,ABANCAY,ABANCAY,14/06/2023
2019,12,02/01/2020,APURIMAC,CIVIL Y FAMILIA,FISCAL ADJUNTO PROVINCIAL,TITULAR,FEMENINO,1,30101,APURIMAC,ABANCAY,ABANCAY,14/06/2023
2019,12,02/01/2020,APURIMAC,CIVIL Y FAMILIA,FISCAL ADJUNTO PROVINCIAL,TITULAR,MASCULINO,3,30101,APURIMAC,ABANCAY,ABANCAY,14/06/2023
2019,12,02/01/2020,APURIMAC,CIVIL Y FAMILIA,FISCAL ADJUNTO SUPERIOR,TITULAR,FEMENINO,1,30101,APURIMAC,ABANCAY,ABANCAY,14/06/2023
2019,12,02/01/2020,APURIMAC,CIVIL Y FAMILIA,FISCAL ADJUNTO SUPERIOR,TITULAR,MASCULINO,1,30101,APURIMAC,ABANCAY,ABANCAY,14/06/2023
2019,12,02/01/2020,APURIMAC,CIVIL Y FAMILIA,FISCAL PROVINCIAL,PROVISIONAL,FEMENINO,1,30101,APURIMAC,ABANCAY,ABANCAY,14/06/2023
2019,12,02/01/2020,APURIMAC,CIVIL Y FAMILIA,FISCAL PROVINCIAL,TITULAR,FEMENINO,5,30101,APURIMAC,ABANCAY,ABANCAY,14/06/2023
2019,12,02/01/2020,APURIMAC,CIVIL Y FAMILIA,FISCAL PROVINCIAL,TITULAR,MASCULINO,3,30101,APURIMAC,ABANCAY,ABANCAY,14/06/2023
2019,12,02/01/2020,APURIMAC,CIVIL Y FAMILIA,FISCAL SUPERIOR,TITULAR,MASCULINO,2,30101,APURIMAC,ABANCAY,ABANCAY,14/06/2023
