NOMBREDD;NOMBREPP;NOMBREDI;PNP;MUNI;PJ;MPFN
APURIMAC;ANDAHUAYLAS;SAN JERONIMO;1;1;0;0
APURIMAC;ANDAHUAYLAS;SAN JERONIMO;1;0;0;0
APURIMAC;ANDAHUAYLAS;SAN JERONIMO;0;0;0;0
APURIMAC;ANDAHUAYLAS;SAN JERONIMO;0;0;0;0
APURIMAC;ANDAHUAYLAS;SAN JERONIMO;0;2;0;0
APURIMAC;ANDAHUAYLAS;SAN JERONIMO;1;1;1;1
APURIMAC;ANDAHUAYLAS;SAN JERONIMO;0;1;0;0
APURIMAC;ANDAHUAYLAS;SAN JERONIMO;3;3;0;0
APURIMAC;ANDAHUAYLAS;SAN JERONIMO;2;2;1;1
APURIMAC;ANDAHUAYLAS;SAN JERONIMO;3;3;0;0
APURIMAC;ANDAHUAYLAS;SAN JERONIMO;0;1;0;0
APURIMAC;ANDAHUAYLAS;SAN JERONIMO;1;3;3;3
APURIMAC;ANDAHUAYLAS;SAN JERONIMO;2;2;0;0
APURIMAC;ANDAHUAYLAS;SAN JERONIMO;1;1;2;1
APURIMAC;ANDAHUAYLAS;SAN JERONIMO;1;0;0;0
APURIMAC;ANDAHUAYLAS;TALAVERA;0;1;1;1
APURIMAC;ANDAHUAYLAS;TALAVERA;1;1;0;0
APURIMAC;ANDAHUAYLAS;TALAVERA;1;1;1;1
APURIMAC;ANDAHUAYLAS;TALAVERA;0;0;0;0
APURIMAC;ANDAHUAYLAS;TALAVERA;1;1;1;1
APURIMAC;ANDAHUAYLAS;TALAVERA;0;1;1;1
APURIMAC;ANDAHUAYLAS;TALAVERA;1;1;1;1
APURIMAC;ANDAHUAYLAS;TALAVERA;0;0;0;0
APURIMAC;ANDAHUAYLAS;TALAVERA;1;1;1;1
APURIMAC;ANDAHUAYLAS;TALAVERA;0;1;0;0
APURIMAC;ANDAHUAYLAS;TALAVERA;1;1;1;1
APURIMAC;ANDAHUAYLAS;TALAVERA;1;1;1;1
APURIMAC;ANDAHUAYLAS;TALAVERA;1;1;1;1
APURIMAC;ANDAHUAYLAS;TALAVERA;2;2;1;1
APURIMAC;ANDAHUAYLAS;TALAVERA;1;2;1;1
APURIMAC;ANDAHUAYLAS;TALAVERA;1;1;1;1
APURIMAC;ANDAHUAYLAS;TALAVERA;2;2;1;1
APURIMAC;ANDAHUAYLAS;TALAVERA;0;1;0;0
APURIMAC;ANDAHUAYLAS;TALAVERA;1;1;1;1
APURIMAC;ANDAHUAYLAS;TALAVERA;2;1;1;1
APURIMAC;ANDAHUAYLAS;TALAVERA;0;1;1;1
APURIMAC;ANDAHUAYLAS;TALAVERA;0;1;1;1
APURIMAC;ANDAHUAYLAS;TALAVERA;1;1;1;1
APURIMAC;ANDAHUAYLAS;TALAVERA;0;1;0;0
APURIMAC;ANDAHUAYLAS;TALAVERA;1;1;1;1
APURIMAC;ANDAHUAYLAS;TALAVERA;2;2;2;0
APURIMAC;ANDAHUAYLAS;ANDAHUAYLAS;0;0;0;0
APURIMAC;ANDAHUAYLAS;ANDAHUAYLAS;1;1;1;1
APURIMAC;ANDAHUAYLAS;ANDAHUAYLAS;0;0;0;0
APURIMAC;ANDAHUAYLAS;ANDAHUAYLAS;0;0;0;0
APURIMAC;ANDAHUAYLAS;ANDAHUAYLAS;1;0;0;0
APURIMAC;ANDAHUAYLAS;ANDAHUAYLAS;3;0;0;0
APURIMAC;ANDAHUAYLAS;ANDAHUAYLAS;2;2;1;1
APURIMAC;ANDAHUAYLAS;ANDAHUAYLAS;1;1;1;1
APURIMAC;ANDAHUAYLAS;ANDAHUAYLAS;0;0;1;1
APURIMAC;ANDAHUAYLAS;ANDAHUAYLAS;1;0;1;1
APURIMAC;ANDAHUAYLAS;ANDAHUAYLAS;3;3;1;1
APURIMAC;ANDAHUAYLAS;ANDAHUAYLAS;0;0;1;0
APURIMAC;ANDAHUAYLAS;ANDAHUAYLAS;1;0;1;1
APURIMAC;ANDAHUAYLAS;ANDAHUAYLAS;0;0;0;0
APURIMAC;ANDAHUAYLAS;ANDAHUAYLAS;0;0;0;0
APURIMAC;ANDAHUAYLAS;ANDAHUAYLAS;1;0;0;0
APURIMAC;ANDAHUAYLAS;ANDAHUAYLAS;1;1;2;2
APURIMAC;ANDAHUAYLAS;ANDAHUAYLAS;1;1;0;0
APURIMAC;ANDAHUAYLAS;ANDAHUAYLAS;1;1;0;0
APURIMAC;ANDAHUAYLAS;ANDAHUAYLAS;2;2;2;2
APURIMAC;ANDAHUAYLAS;ANDAHUAYLAS;1;2;2;2
APURIMAC;ABANCAY;TAMBURCO;0;0;0;0
APURIMAC;ABANCAY;TAMBURCO;2;1;1;1
APURIMAC;ABANCAY;TAMBURCO;1;1;0;0
APURIMAC;ABANCAY;TAMBURCO;1;1;0;1
APURIMAC;ABANCAY;TAMBURCO;1;0;0;0
APURIMAC;ABANCAY;TAMBURCO;0;1;0;0
APURIMAC;ABANCAY;TAMBURCO;2;2;1;1
APURIMAC;ABANCAY;TAMBURCO;1;0;0;0
APURIMAC;ABANCAY;TAMBURCO;0;0;0;0
APURIMAC;ABANCAY;TAMBURCO;2;1;1;1
APURIMAC;ABANCAY;TAMBURCO;1;1;0;0
APURIMAC;ABANCAY;TAMBURCO;1;1;1;1
APURIMAC;ABANCAY;TAMBURCO;1;1;1;1
APURIMAC;ABANCAY;TAMBURCO;1;1;1;1
APURIMAC;ABANCAY;TAMBURCO;1;1;1;1
APURIMAC;ABANCAY;TAMBURCO;2;1;1;1
APURIMAC;ABANCAY;TAMBURCO;2;1;1;1
APURIMAC;ABANCAY;TAMBURCO;1;1;1;1
APURIMAC;ABANCAY;TAMBURCO;0;1;0;0
APURIMAC;ABANCAY;TAMBURCO;0;0;0;0
APURIMAC;ABANCAY;TAMBURCO;1;1;1;1
APURIMAC;ABANCAY;ABANCAY;0;0;0;0
APURIMAC;ABANCAY;ABANCAY;0;0;0;0
APURIMAC;ABANCAY;ABANCAY;1;1;1;1
APURIMAC;ABANCAY;ABANCAY;2;2;0;2
APURIMAC;ABANCAY;ABANCAY;1;1;1;1
APURIMAC;ABANCAY;ABANCAY;1;0;0;1
APURIMAC;ABANCAY;ABANCAY;1;0;1;1
APURIMAC;ABANCAY;ABANCAY;3;2;2;1
APURIMAC;ABANCAY;ABANCAY;3;1;1;1
APURIMAC;ABANCAY;ABANCAY;1;1;1;1
APURIMAC;ABANCAY;ABANCAY;1;1;1;2
APURIMAC;ABANCAY;ABANCAY;0;1;1;1
APURIMAC;ABANCAY;ABANCAY;1;1;1;1
APURIMAC;ABANCAY;ABANCAY;1;1;0;0
APURIMAC;ABANCAY;ABANCAY;2;2;2;2
APURIMAC;ABANCAY;ABANCAY;1;1;1;1
APURIMAC;ABANCAY;ABANCAY;1;1;0;1
APURIMAC;ABANCAY;ABANCAY;1;1;1;1
APURIMAC;ABANCAY;ABANCAY;1;1;1;2
APURIMAC;ABANCAY;ABANCAY;1;1;1;1
APURIMAC;ABANCAY;ABANCAY;1;1;0;0
APURIMAC;ABANCAY;ABANCAY;1;1;0;1
APURIMAC;ABANCAY;ABANCAY;1;1;1;1
APURIMAC;ABANCAY;ABANCAY;0;0;0;0
APURIMAC;ABANCAY;ABANCAY;1;0;1;1
APURIMAC;ABANCAY;ABANCAY;1;1;1;0
APURIMAC;ABANCAY;ABANCAY;0;0;0;0
APURIMAC;ABANCAY;ABANCAY;1;1;1;1
APURIMAC;ABANCAY;ABANCAY;0;0;0;0
APURIMAC;ABANCAY;ABANCAY;1;0;0;0
APURIMAC;ABANCAY;ABANCAY;1;0;1;1
APURIMAC;ABANCAY;ABANCAY;2;1;1;1
APURIMAC;ABANCAY;ABANCAY;1;0;0;0
APURIMAC;ABANCAY;ABANCAY;1;0;1;1
APURIMAC;ABANCAY;ABANCAY;2;2;2;2
APURIMAC;ABANCAY;ABANCAY;1;1;1;1
APURIMAC;ABANCAY;ABANCAY;1;0;0;1
APURIMAC;ABANCAY;ABANCAY;1;1;1;1
APURIMAC;ABANCAY;CURAHUASI;0;0;0;0
APURIMAC;ABANCAY;CURAHUASI;2;1;1;1
APURIMAC;ABANCAY;CURAHUASI;0;0;0;0
APURIMAC;ABANCAY;CURAHUASI;1;1;1;1
APURIMAC;ABANCAY;CURAHUASI;1;1;2;2
APURIMAC;ABANCAY;CURAHUASI;0;0;0;0
APURIMAC;ABANCAY;CURAHUASI;1;1;1;1
APURIMAC;ABANCAY;CURAHUASI;1;1;1;1
APURIMAC;ABANCAY;CURAHUASI;1;0;0;0
APURIMAC;ABANCAY;CURAHUASI;1;1;1;1
APURIMAC;ABANCAY;CURAHUASI;1;1;1;1
APURIMAC;ABANCAY;CURAHUASI;1;2;0;0
APURIMAC;ABANCAY;CURAHUASI;1;2;0;0
APURIMAC;ABANCAY;CURAHUASI;0;1;1;1
APURIMAC;ABANCAY;CURAHUASI;1;1;1;1
APURIMAC;ABANCAY;CURAHUASI;2;1;1;1
APURIMAC;ABANCAY;CURAHUASI;1;2;2;2
APURIMAC;ABANCAY;CURAHUASI;1;1;2;2
APURIMAC;ABANCAY;CURAHUASI;0;0;0;0
APURIMAC;ABANCAY;CURAHUASI;2;1;1;1
APURIMAC;ABANCAY;CURAHUASI;0;1;1;1
CUSCO;LA CONVENCION;PICHARI;1;1;0;0
CUSCO;LA CONVENCION;PICHARI;0;0;0;0
CUSCO;LA CONVENCION;PICHARI;0;0;0;0
CUSCO;LA CONVENCION;PICHARI;1;1;0;0
CUSCO;LA CONVENCION;PICHARI;2;0;0;0
CUSCO;LA CONVENCION;PICHARI;1;1;0;0
CUSCO;LA CONVENCION;PICHARI;2;1;0;0
CUSCO;LA CONVENCION;PICHARI;1;1;1;1
CUSCO;LA CONVENCION;PICHARI;0;0;0;0
CUSCO;LA CONVENCION;PICHARI;0;0;0;0
CUSCO;LA CONVENCION;PICHARI;1;0;0;0
CUSCO;LA CONVENCION;PICHARI;2;1;0;0
CUSCO;LA CONVENCION;PICHARI;0;0;0;0
CUSCO;LA CONVENCION;PICHARI;1;1;1;1
CUSCO;LA CONVENCION;PICHARI;1;1;1;1
CUSCO;CALCA;CALCA;0;0;0;0
CUSCO;CALCA;CALCA;;;;
CUSCO;CALCA;CALCA;0;1;1;1
CUSCO;CALCA;CALCA;;;;
CUSCO;CALCA;CALCA;;;;
CUSCO;CALCA;CALCA;3;0;0;0
CUSCO;CALCA;CALCA;3;1;0;0
CUSCO;CALCA;CALCA;3;3;0;0
CUSCO;CALCA;CALCA;1;0;0;0
CUSCO;CALCA;CALCA;0;0;0;0
CUSCO;CALCA;CALCA;2;1;1;0
CUSCO;CALCA;CALCA;2;1;1;2
CUSCO;CALCA;CALCA;1;1;1;0
CUSCO;CALCA;CALCA;1;2;0;0
CUSCO;CALCA;CALCA;1;1;1;1
CUSCO;CALCA;CALCA;1;1;1;1
CUSCO;CALCA;CALCA;1;1;1;1
CUSCO;CALCA;CALCA;1;0;0;0
CUSCO;CALCA;CALCA;0;0;1;1
CUSCO;CALCA;CALCA;1;0;2;2
CUSCO;CALCA;CALCA;2;1;2;2
CUSCO;CUSCO;SAN JERONIMO;1;0;1;1
CUSCO;CUSCO;SAN JERONIMO;1;1;1;1
CUSCO;CUSCO;SAN JERONIMO;1;0;0;2
CUSCO;CUSCO;SAN JERONIMO;;;;
CUSCO;CUSCO;SAN JERONIMO;0;0;0;0
CUSCO;CUSCO;SAN JERONIMO;1;1;0;1
CUSCO;CUSCO;SAN JERONIMO;;;;
CUSCO;CUSCO;SAN JERONIMO;2;0;0;0
CUSCO;CUSCO;SAN JERONIMO;;;;
CUSCO;CUSCO;SAN JERONIMO;3;3;1;1
CUSCO;CUSCO;SAN JERONIMO;2;2;2;0
CUSCO;CUSCO;SAN JERONIMO;1;0;0;0
CUSCO;CUSCO;SAN JERONIMO;0;0;0;0
CUSCO;CUSCO;SAN JERONIMO;1;1;0;0
CUSCO;CUSCO;SAN JERONIMO;;;;
CUSCO;CUSCO;SAN JERONIMO;;;;
CUSCO;CUSCO;SAN JERONIMO;;;;
CUSCO;CUSCO;SAN JERONIMO;1;1;0;0
CUSCO;CUSCO;SAN JERONIMO;1;0;0;0
CUSCO;CUSCO;SAN JERONIMO;0;1;0;1
CUSCO;CUSCO;SAN JERONIMO;2;0;0;0
CUSCO;CUSCO;SAN JERONIMO;2;3;2;2
CUSCO;CUSCO;SAN JERONIMO;1;1;0;0
CUSCO;CUSCO;SAN JERONIMO;;;;
CUSCO;CUSCO;SAN JERONIMO;0;0;0;0
CUSCO;CUSCO;SAN JERONIMO;2;3;0;0
CUSCO;CUSCO;SAN JERONIMO;0;1;0;0
CUSCO;CUSCO;SAN JERONIMO;1;0;0;0
CUSCO;CUSCO;SAN JERONIMO;0;0;0;0
CUSCO;CUSCO;SAN JERONIMO;2;0;2;2
CUSCO;CUSCO;SAN JERONIMO;1;1;1;1
CUSCO;CUSCO;SAN JERONIMO;1;1;1;1
CUSCO;CUSCO;SAN JERONIMO;1;1;0;1
CUSCO;CUSCO;SAN JERONIMO;2;2;0;0
CUSCO;CUSCO;SAN JERONIMO;1;1;0;0
CUSCO;CUSCO;SAN JERONIMO;1;1;0;0
CUSCO;CUSCO;SAN JERONIMO;2;2;2;2
CUSCO;CUSCO;SAN JERONIMO;2;2;1;2
CUSCO;CUSCO;SAN JERONIMO;;;;
CUSCO;CUSCO;SAN JERONIMO;1;2;0;0
CUSCO;CUSCO;SAN JERONIMO;1;1;1;1
CUSCO;CUSCO;SAN JERONIMO;0;0;0;0
CUSCO;CUSCO;SAN JERONIMO;1;1;2;2
CUSCO;CUSCO;SAN JERONIMO;;;;
CUSCO;CUSCO;SAN JERONIMO;0;0;0;0
CUSCO;CUSCO;SAN JERONIMO;1;0;0;0
CUSCO;CUSCO;SAN JERONIMO;;;;
CUSCO;CUSCO;SAN JERONIMO;3;3;1;1
CUSCO;CUSCO;SAN SEBASTIAN;1;1;1;1
CUSCO;CUSCO;SAN SEBASTIAN;1;0;1;1
CUSCO;CUSCO;SAN SEBASTIAN;0;0;0;0
CUSCO;CUSCO;SAN SEBASTIAN;0;0;0;0
CUSCO;CUSCO;SAN SEBASTIAN;1;0;0;0
CUSCO;CUSCO;SAN SEBASTIAN;2;1;1;1
CUSCO;CUSCO;SAN SEBASTIAN;2;1;1;1
CUSCO;CUSCO;SAN SEBASTIAN;2;1;0;0
CUSCO;CUSCO;SAN SEBASTIAN;1;1;1;1
CUSCO;CUSCO;SAN SEBASTIAN;0;0;0;0
CUSCO;CUSCO;SAN SEBASTIAN;0;1;1;1
CUSCO;CUSCO;SAN SEBASTIAN;;;;
CUSCO;CUSCO;SAN SEBASTIAN;;;;
CUSCO;CUSCO;SAN SEBASTIAN;;;;
CUSCO;CUSCO;SAN SEBASTIAN;0;0;0;0
CUSCO;CUSCO;SAN SEBASTIAN;2;1;1;1
CUSCO;CUSCO;SAN SEBASTIAN;1;1;0;0
CUSCO;CUSCO;SAN SEBASTIAN;2;2;2;2
CUSCO;CUSCO;SAN SEBASTIAN;2;2;1;1
CUSCO;CUSCO;SAN SEBASTIAN;1;0;1;1
CUSCO;CUSCO;SAN SEBASTIAN;1;0;0;0
CUSCO;CUSCO;SAN SEBASTIAN;1;1;1;1
CUSCO;CUSCO;SANTIAGO;1;1;1;1
CUSCO;CUSCO;SANTIAGO;1;2;2;2
CUSCO;CUSCO;SANTIAGO;0;0;0;0
CUSCO;CUSCO;SANTIAGO;1;1;1;1
CUSCO;CUSCO;SANTIAGO;1;1;1;1
CUSCO;CUSCO;SANTIAGO;2;0;0;0
CUSCO;CUSCO;SANTIAGO;2;1;1;1
CUSCO;CUSCO;SANTIAGO;2;1;1;1
CUSCO;CUSCO;SANTIAGO;3;0;0;0
CUSCO;CUSCO;SANTIAGO;2;2;2;2
CUSCO;CUSCO;SANTIAGO;2;1;1;1
CUSCO;CUSCO;SANTIAGO;1;1;0;0
CUSCO;CUSCO;SANTIAGO;2;2;0;0
CUSCO;CUSCO;SANTIAGO;2;1;1;1
CUSCO;CUSCO;SANTIAGO;1;1;1;0
CUSCO;CUSCO;SANTIAGO;2;2;2;2
CUSCO;CUSCO;SANTIAGO;1;1;2;2
CUSCO;CUSCO;SANTIAGO;1;0;0;0
CUSCO;CUSCO;SANTIAGO;0;0;0;0
CUSCO;CUSCO;SANTIAGO;1;1;2;1
CUSCO;CUSCO;SANTIAGO;1;1;2;3
CUSCO;CUSCO;SANTIAGO;1;1;2;2
CUSCO;CUSCO;SANTIAGO;2;0;2;2
CUSCO;CUSCO;SANTIAGO;1;0;0;0
CUSCO;CUSCO;SANTIAGO;1;0;0;0
CUSCO;CUSCO;SANTIAGO;3;3;0;0
CUSCO;CUSCO;SANTIAGO;3;1;0;0
CUSCO;CUSCO;SANTIAGO;0;1;1;1
CUSCO;CUSCO;SANTIAGO;1;0;1;1
CUSCO;CUSCO;SANTIAGO;1;1;1;1
CUSCO;CUSCO;SANTIAGO;1;2;1;1
CUSCO;CUSCO;SANTIAGO;1;0;1;0
CUSCO;CUSCO;SANTIAGO;1;1;1;1
CUSCO;CUSCO;SANTIAGO;0;0;0;0
CUSCO;CUSCO;SANTIAGO;1;1;1;1
CUSCO;CUSCO;SANTIAGO;1;1;2;2
CUSCO;CUSCO;SANTIAGO;1;1;1;1
CUSCO;CUSCO;SANTIAGO;1;1;1;2
CUSCO;CUSCO;SANTIAGO;1;0;1;1
CUSCO;CUSCO;SANTIAGO;1;0;1;1
CUSCO;CUSCO;SANTIAGO;2;0;2;2
CUSCO;CUSCO;SANTIAGO;0;0;0;0
CUSCO;CUSCO;SANTIAGO;0;1;2;1
CUSCO;CUSCO;SANTIAGO;3;3;0;0
CUSCO;CUSCO;SANTIAGO;1;1;1;1
CUSCO;CUSCO;SANTIAGO;3;1;1;1
CUSCO;CUSCO;SANTIAGO;1;1;1;1
CUSCO;CUSCO;CUSCO;1;0;1;1
CUSCO;CUSCO;CUSCO;2;1;1;1
CUSCO;CUSCO;CUSCO;0;1;1;1
CUSCO;CUSCO;CUSCO;0;0;0;0
CUSCO;CUSCO;CUSCO;1;1;0;0
CUSCO;CUSCO;CUSCO;0;0;2;2
CUSCO;CUSCO;CUSCO;1;2;1;1
CUSCO;CUSCO;CUSCO;0;0;0;0
CUSCO;CUSCO;CUSCO;2;1;2;2
CUSCO;CUSCO;CUSCO;2;0;0;0
CUSCO;CUSCO;CUSCO;1;1;0;0
CUSCO;CUSCO;CUSCO;0;2;1;1
CUSCO;CUSCO;CUSCO;1;1;1;1
CUSCO;CUSCO;CUSCO;0;1;1;1
CUSCO;PAUCARTAMBO;PAUCARTAMBO;1;1;3;3
CUSCO;PAUCARTAMBO;PAUCARTAMBO;1;1;0;0
CUSCO;PAUCARTAMBO;PAUCARTAMBO;0;0;0;0
CUSCO;PAUCARTAMBO;PAUCARTAMBO;1;0;0;0
CUSCO;PAUCARTAMBO;PAUCARTAMBO;2;2;2;2
CUSCO;PAUCARTAMBO;PAUCARTAMBO;2;1;0;0
CUSCO;PAUCARTAMBO;PAUCARTAMBO;0;0;1;1
CUSCO;PAUCARTAMBO;PAUCARTAMBO;3;3;0;0
CUSCO;PAUCARTAMBO;PAUCARTAMBO;0;0;0;0
CUSCO;PAUCARTAMBO;PAUCARTAMBO;3;0;0;0
CUSCO;PAUCARTAMBO;PAUCARTAMBO;0;0;0;0
CUSCO;PAUCARTAMBO;PAUCARTAMBO;0;0;0;0
CUSCO;ESPINAR;ESPINAR;1;1;0;1
CUSCO;ESPINAR;ESPINAR;1;0;0;0
CUSCO;ESPINAR;ESPINAR;;;;
CUSCO;ESPINAR;ESPINAR;;;;
CUSCO;ESPINAR;ESPINAR;;;;
CUSCO;ESPINAR;ESPINAR;0;0;0;0
CUSCO;ESPINAR;ESPINAR;2;0;0;0
CUSCO;ESPINAR;ESPINAR;1;1;1;1
CUSCO;ESPINAR;ESPINAR;1;1;1;1
CUSCO;ESPINAR;ESPINAR;0;0;0;0
CUSCO;ESPINAR;ESPINAR;1;0;0;0
CUSCO;ESPINAR;ESPINAR;1;0;0;0
CUSCO;ESPINAR;ESPINAR;0;1;1;2
CUSCO;ESPINAR;ESPINAR;1;1;1;1
CUSCO;ESPINAR;ESPINAR;0;0;2;2
CUSCO;ESPINAR;ESPINAR;2;1;3;3
CUSCO;ESPINAR;ESPINAR;0;1;0;0
CUSCO;ESPINAR;ESPINAR;1;1;1;1
CUSCO;ESPINAR;ESPINAR;3;2;2;3
CUSCO;ESPINAR;ESPINAR;1;1;1;1
CUSCO;ESPINAR;ESPINAR;1;1;1;1
CUSCO;CANCHIS;SICUANI;0;1;1;1
CUSCO;CANCHIS;SICUANI;1;1;1;1
CUSCO;CANCHIS;SICUANI;3;1;1;1
CUSCO;CANCHIS;SICUANI;1;1;0;1
CUSCO;CANCHIS;SICUANI;1;1;0;0
CUSCO;CANCHIS;SICUANI;3;3;0;0
CUSCO;CANCHIS;SICUANI;1;0;0;0
CUSCO;CANCHIS;SICUANI;2;0;0;0
CUSCO;CANCHIS;SICUANI;2;2;2;2
CUSCO;CANCHIS;SICUANI;;;;
CUSCO;CANCHIS;SICUANI;1;0;0;0
CUSCO;CANCHIS;SICUANI;1;1;0;0
CUSCO;CANCHIS;SICUANI;1;1;1;1
MADRE DE DIOS;MANU;MADRE DE DIOS;1;1;1;1
MADRE DE DIOS;MANU;MADRE DE DIOS;1;1;1;1
MADRE DE DIOS;MANU;MADRE DE DIOS;3;1;1;1
MADRE DE DIOS;MANU;MADRE DE DIOS;1;1;1;1
MADRE DE DIOS;MANU;MADRE DE DIOS;1;1;1;2
MADRE DE DIOS;MANU;MADRE DE DIOS;2;2;0;0
MADRE DE DIOS;MANU;MADRE DE DIOS;0;1;1;1
MADRE DE DIOS;MANU;MADRE DE DIOS;0;1;1;1
MADRE DE DIOS;MANU;MADRE DE DIOS;0;0;0;0
MADRE DE DIOS;MANU;MADRE DE DIOS;1;1;1;1
MADRE DE DIOS;MANU;MADRE DE DIOS;1;1;1;1
MADRE DE DIOS;MANU;MADRE DE DIOS;1;1;1;1
MADRE DE DIOS;MANU;MADRE DE DIOS;0;1;1;1
MADRE DE DIOS;MANU;MADRE DE DIOS;1;1;1;1
MADRE DE DIOS;MANU;MADRE DE DIOS;1;2;0;0
MADRE DE DIOS;MANU;MADRE DE DIOS;0;0;0;0
MADRE DE DIOS;MANU;MADRE DE DIOS;1;1;1;1
MADRE DE DIOS;MANU;MADRE DE DIOS;1;1;1;1
MADRE DE DIOS;MANU;MADRE DE DIOS;1;1;1;1
MADRE DE DIOS;MANU;MADRE DE DIOS;1;1;1;1
MADRE DE DIOS;MANU;MADRE DE DIOS;0;0;0;0
MADRE DE DIOS;MANU;MADRE DE DIOS;1;1;1;1
MADRE DE DIOS;MANU;MADRE DE DIOS;1;1;1;1
MADRE DE DIOS;MANU;MADRE DE DIOS;1;1;1;1
MADRE DE DIOS;TAMBOPATA;TAMBOPATA;0;0;0;0
MADRE DE DIOS;TAMBOPATA;TAMBOPATA;1;2;1;1
MADRE DE DIOS;TAMBOPATA;TAMBOPATA;0;1;1;1
MADRE DE DIOS;TAMBOPATA;TAMBOPATA;1;1;1;1
MADRE DE DIOS;TAMBOPATA;TAMBOPATA;1;1;1;1
MADRE DE DIOS;TAMBOPATA;TAMBOPATA;0;2;0;0
MADRE DE DIOS;TAMBOPATA;TAMBOPATA;2;2;2;2
MADRE DE DIOS;TAMBOPATA;TAMBOPATA;0;0;0;0
MADRE DE DIOS;TAMBOPATA;TAMBOPATA;1;1;1;1
MADRE DE DIOS;TAMBOPATA;TAMBOPATA;1;1;1;1
MADRE DE DIOS;TAMBOPATA;TAMBOPATA;1;1;1;1
MADRE DE DIOS;TAMBOPATA;TAMBOPATA;1;2;2;2
MADRE DE DIOS;TAMBOPATA;TAMBOPATA;0;1;0;0
MADRE DE DIOS;TAMBOPATA;TAMBOPATA;0;0;0;0
MADRE DE DIOS;TAMBOPATA;TAMBOPATA;2;2;0;0
MADRE DE DIOS;TAMBOPATA;TAMBOPATA;1;1;0;0
MADRE DE DIOS;TAMBOPATA;TAMBOPATA;0;2;0;0
MADRE DE DIOS;TAMBOPATA;TAMBOPATA;2;2;2;2
MADRE DE DIOS;TAMBOPATA;TAMBOPATA;1;1;0;0
MADRE DE DIOS;TAMBOPATA;TAMBOPATA;3;1;0;0
MADRE DE DIOS;TAMBOPATA;TAMBOPATA;0;0;0;0
MADRE DE DIOS;TAMBOPATA;TAMBOPATA;1;1;1;1
MADRE DE DIOS;TAMBOPATA;TAMBOPATA;1;2;1;1
MADRE DE DIOS;TAMBOPATA;TAMBOPATA;1;0;0;0
MADRE DE DIOS;TAMBOPATA;TAMBOPATA;1;0;0;0
MADRE DE DIOS;TAMBOPATA;TAMBOPATA;0;0;0;0
MADRE DE DIOS;TAMBOPATA;TAMBOPATA;1;1;1;1
MADRE DE DIOS;TAMBOPATA;TAMBOPATA;0;0;0;1
MADRE DE DIOS;TAMBOPATA;TAMBOPATA;1;1;1;1
MADRE DE DIOS;TAMBOPATA;TAMBOPATA;0;1;0;0
MADRE DE DIOS;TAMBOPATA;TAMBOPATA;0;0;0;0
MADRE DE DIOS;TAMBOPATA;TAMBOPATA;1;2;0;0
MADRE DE DIOS;TAMBOPATA;TAMBOPATA;1;2;0;0
MADRE DE DIOS;TAMBOPATA;TAMBOPATA;1;1;1;1
MADRE DE DIOS;TAMBOPATA;TAMBOPATA;1;2;0;0
MADRE DE DIOS;TAMBOPATA;TAMBOPATA;1;1;1;0
MADRE DE DIOS;TAMBOPATA;TAMBOPATA;2;0;0;0
MADRE DE DIOS;TAMBOPATA;TAMBOPATA;1;1;1;1
MADRE DE DIOS;TAMBOPATA;TAMBOPATA;1;1;1;1
MADRE DE DIOS;TAMBOPATA;TAMBOPATA;0;0;0;0
MADRE DE DIOS;TAMBOPATA;TAMBOPATA;1;1;1;1
MADRE DE DIOS;TAMBOPATA;TAMBOPATA;1;1;1;2
MADRE DE DIOS;TAMBOPATA;TAMBOPATA;1;2;1;1
MADRE DE DIOS;TAMBOPATA;TAMBOPATA;1;1;1;1
MADRE DE DIOS;TAMBOPATA;TAMBOPATA;1;0;1;1
MADRE DE DIOS;TAMBOPATA;TAMBOPATA;2;1;1;2
MADRE DE DIOS;TAMBOPATA;TAMBOPATA;2;1;1;2
MADRE DE DIOS;TAMBOPATA;TAMBOPATA;1;1;1;1
MADRE DE DIOS;TAMBOPATA;TAMBOPATA;1;1;1;1
MADRE DE DIOS;TAMBOPATA;TAMBOPATA;1;1;1;1
MADRE DE DIOS;TAMBOPATA;TAMBOPATA;1;2;1;1
MADRE DE DIOS;TAMBOPATA;TAMBOPATA;1;2;1;1
MADRE DE DIOS;TAMBOPATA;TAMBOPATA;0;0;0;0
MADRE DE DIOS;TAMBOPATA;TAMBOPATA;0;0;1;1
MADRE DE DIOS;TAMBOPATA;TAMBOPATA;1;2;1;1
MADRE DE DIOS;TAMBOPATA;TAMBOPATA;;;;
MADRE DE DIOS;TAMBOPATA;TAMBOPATA;;;;
MADRE DE DIOS;TAMBOPATA;TAMBOPATA;1;1;1;1
MADRE DE DIOS;TAMBOPATA;TAMBOPATA;1;1;1;1
MADRE DE DIOS;TAMBOPATA;TAMBOPATA;1;2;1;1
MADRE DE DIOS;TAMBOPATA;TAMBOPATA;1;0;0;0
MADRE DE DIOS;TAMBOPATA;TAMBOPATA;1;1;0;0
MADRE DE DIOS;TAMBOPATA;TAMBOPATA;1;1;1;1
MADRE DE DIOS;TAMBOPATA;TAMBOPATA;1;1;0;0
MADRE DE DIOS;TAMBOPATA;TAMBOPATA;0;0;0;0
MADRE DE DIOS;TAMBOPATA;TAMBOPATA;1;0;1;0
