ANIO,DPTO_HECHO_NEW,PROV_HECHO,DIST_HECHO,CANTIDAD
2020,SAN MARTIN,RIOJA,NUEVA CAJAMARCA,1
2020,TUMBES,TUMBES,TUMBES,2
2020,ANCASH,HUARAZ,HUARAZ,1
2020,ANCASH,HUARAZ,HUARAZ,1
2020,ANCASH,SANTA,NUEVO CHIMBOTE,2
2020,ANCASH,SANTA,SANTA,1
2020,AREQUIPA,AREQUIPA,CERRO COLORADO,1
2020,AREQUIPA,AREQUIPA,CERRO COLORADO,1
2020,AREQUIPA,AREQUIPA,SOCABAYA,1
2020,AREQUIPA,AREQUIPA,UCHUMAYO,1
2020,CAJAMARCA,CHOTA,CHOTA,1
2020,CUSCO,CALCA,CALCA,1
2020,CUSCO,LA CONVENCION,PICHARI,1
2020,HUANUCO,HUANUCO,AMARILIS,1
2020,ICA,CHINCHA,ALTO LARAN,1
2020,ICA,NAZCA,NAZCA,1
2020,ICA,PISCO,PISCO,1
2020,ICA,PISCO,SAN ANDRES,1
2020,JUNIN,CHANCHAMAYO,CHANCHAMAYO,1
2020,JUNIN,CHANCHAMAYO,CHANCHAMAYO,2
2020,JUNIN,HUANCAYO,EL TAMBO,1
2020,JUNIN,HUANCAYO,HUAYUCACHI,1
2020,JUNIN,TARMA,HUASAHUASI,1
2020,LA LIBERTAD,ASCOPE,ASCOPE,1
2020,LA LIBERTAD,ASCOPE,PAIJAN,2
2020,LA LIBERTAD,ASCOPE,PAIJAN,3
2020,LA LIBERTAD,CHEPEN,PACANGA,1
2020,LA LIBERTAD,PACASMAYO,GUADALUPE,3
2020,LA LIBERTAD,PACASMAYO,GUADALUPE,1
2020,LA LIBERTAD,TRUJILLO,EL PORVENIR,5
2020,LA LIBERTAD,TRUJILLO,FLORENCIA DE MORA,3
2020,LA LIBERTAD,TRUJILLO,FLORENCIA DE MORA,2
2020,LA LIBERTAD,TRUJILLO,HUANCHACO,1
2020,LA LIBERTAD,TRUJILLO,LA ESPERANZA,2
2020,LA LIBERTAD,TRUJILLO,MOCHE,1
2020,LA LIBERTAD,TRUJILLO,TRUJILLO,1
2020,LA LIBERTAD,TRUJILLO,TRUJILLO,1
2020,LA LIBERTAD,VIRU,VIRU,1
2020,LAMBAYEQUE,CHICLAYO,CHICLAYO,6
2020,LAMBAYEQUE,CHICLAYO,LA VICTORIA,1
2020,LAMBAYEQUE,CHICLAYO,PIMENTEL,1
2020,LIMA METROPOLITANA,LIMA,ATE,1
2020,LIMA METROPOLITANA,LIMA,BREÑA,1
2020,LIMA METROPOLITANA,LIMA,CARABAYLLO,1
2020,LIMA METROPOLITANA,LIMA,CHORRILLOS,1
2020,LIMA METROPOLITANA,LIMA,EL AGUSTINO,1
2020,LIMA METROPOLITANA,LIMA,INDEPENDENCIA,4
2020,LIMA METROPOLITANA,LIMA,LA VICTORIA,1
2020,LIMA METROPOLITANA,LIMA,LA VICTORIA,2
2020,LIMA METROPOLITANA,LIMA,LIMA,1
2020,LIMA METROPOLITANA,LIMA,LIMA,3
2020,LIMA METROPOLITANA,LIMA,LIMA,2
2020,LIMA METROPOLITANA,LIMA,LOS OLIVOS,2
2020,LIMA METROPOLITANA,LIMA,LURIGANCHO - CHOSICA,2
2020,LIMA METROPOLITANA,LIMA,MIRAFLORES,1
2020,LIMA METROPOLITANA,LIMA,PACHACAMAC,1
2020,LIMA METROPOLITANA,LIMA,PUENTE PIEDRA,1
2020,LIMA METROPOLITANA,LIMA,PUNTA NEGRA,3
2020,LIMA METROPOLITANA,LIMA,SAN JUAN DE LURIGANCHO,3
2020,LIMA METROPOLITANA,LIMA,SAN MARTIN DE PORRES,3
2020,LIMA METROPOLITANA,LIMA,SANTIAGO DE SURCO,1
2020,LIMA METROPOLITANA,LIMA,VILLA MARIA DEL TRIUNFO,2
2020,MOQUEGUA,MARISCAL NIETO,MOQUEGUA,1
2020,MOQUEGUA,MARISCAL NIETO,TORATA,1
2020,PASCO,DANIEL ALCIDES CARRION,YANAHUANCA,1
2020,PASCO,OXAPAMPA,VILLA RICA,1
2020,PIURA,MORROPON,CHULUCANAS,1
2020,PIURA,PIURA,26 DE OCTUBRE,2
2020,PIURA,PIURA,CASTILLA,1
2020,PIURA,PIURA,PIURA,3
2020,PIURA,PIURA,TAMBO GRANDE,1
2020,PIURA,SULLANA,BELLAVISTA,1
2020,PIURA,SULLANA,LANCONES,1
2020,PIURA,SULLANA,SULLANA,1
2020,PIURA,SULLANA,SULLANA,1
2020,PROV. CONST. DEL CALLAO,CALLAO,CALLAO,3
2020,PROV. CONST. DEL CALLAO,CALLAO,CALLAO,1
2020,PROV. CONST. DEL CALLAO,CALLAO,VENTANILLA,1
2020,REGION LIMA,BARRANCA,BARRANCA,2
2020,REGION LIMA,BARRANCA,BARRANCA,1
2020,REGION LIMA,HUARAL,CHANCAY,1
2020,REGION LIMA,HUARAL,HUARAL,1
2020,REGION LIMA,HUAROCHIRI,ANTIOQUIA,1
2020,REGION LIMA,HUAURA,HUAURA,1
2020,SAN MARTIN,RIOJA,NUEVA CAJAMARCA,2
2020,SAN MARTIN,RIOJA,YURACYACU,1
2020,TACNA,TACNA,TACNA,1
2020,TUMBES,CONTRALMIRANTE VILLAR,CANOAS DE PUNTA SAL,1
2020,TUMBES,TUMBES,CORRALES,1
2020,TUMBES,TUMBES,CORRALES,1
2020,TUMBES,TUMBES,TUMBES,2
2020,TUMBES,ZARUMILLA,AGUAS VERDES,1
2020,TUMBES,ZARUMILLA,ZARUMILLA,1
2020,UCAYALI,CORONEL PORTILLO,CALLERIA,1
2020,UCAYALI,CORONEL PORTILLO,MANANTAY,1
2020,ANCASH,HUARAZ,INDEPENDENCIA,1
2020,ANCASH,HUAYLAS,CARAZ,1
2020,ANCASH,PALLASCA,TAUCA,1
2020,ANCASH,SANTA,CHIMBOTE,2
2020,ANCASH,SANTA,MORO,2
2020,ANCASH,SANTA,NEPEÑA,1
2020,ANCASH,YUNGAY,RANRAHIRCA,1
2020,APURIMAC,ABANCAY,ABANCAY,1
2020,APURIMAC,AYMARAES,TORAYA,1
2020,AREQUIPA,AREQUIPA,ALTO SELVA ALEGRE,1
2020,AREQUIPA,AREQUIPA,AREQUIPA,2
2020,AREQUIPA,AREQUIPA,PAUCARPATA,1
2020,AYACUCHO,HUAMANGA,AYACUCHO,1
2020,CAJAMARCA,CAJABAMBA,CAJABAMBA,1
2020,CAJAMARCA,JAEN,JAEN,2
2020,CAJAMARCA,SAN IGNACIO,SAN IGNACIO,1
2020,CUSCO,CUSCO,CUSCO,1
2020,HUANUCO,HUANUCO,AMARILIS,1
2020,HUANUCO,HUANUCO,HUANUCO,1
2020,ICA,PISCO,PARACAS,1
2020,ICA,PISCO,PARACAS,1
2020,ICA,PISCO,PISCO,2
2020,JUNIN,CONCEPCION,CONCEPCION,1
2020,JUNIN,HUANCAYO,EL TAMBO,1
2020,JUNIN,HUANCAYO,HUANCAYO,1
2020,LA LIBERTAD,ASCOPE,CASA GRANDE,1
2020,LA LIBERTAD,ASCOPE,CHICAMA,1
2020,LA LIBERTAD,ASCOPE,PAIJAN,2
2020,LA LIBERTAD,ASCOPE,PAIJAN,1
2020,LA LIBERTAD,CHEPEN,CHEPEN,3
2020,LA LIBERTAD,PACASMAYO,GUADALUPE,2
2020,LA LIBERTAD,PACASMAYO,SAN PEDRO DE LLOC,1
2020,LA LIBERTAD,TRUJILLO,EL PORVENIR,1
2020,LA LIBERTAD,TRUJILLO,HUANCHACO,1
2020,LA LIBERTAD,TRUJILLO,LA ESPERANZA,7
2020,LA LIBERTAD,TRUJILLO,LA ESPERANZA,1
2020,LA LIBERTAD,TRUJILLO,LAREDO,1
2020,LA LIBERTAD,TRUJILLO,LAREDO,1
2020,LA LIBERTAD,TRUJILLO,TRUJILLO,1
2020,LA LIBERTAD,TRUJILLO,TRUJILLO,10
2020,LA LIBERTAD,TRUJILLO,TRUJILLO,1
2020,LA LIBERTAD,VIRU,VIRU,3
2020,LAMBAYEQUE,CHICLAYO,CHICLAYO,1
2020,LAMBAYEQUE,CHICLAYO,CHICLAYO,3
2020,LAMBAYEQUE,CHICLAYO,JOSE LEONARDO ORTIZ,1
2020,LAMBAYEQUE,CHICLAYO,MONSEFU,1
2020,LAMBAYEQUE,CHICLAYO,POMALCA,1
2020,LAMBAYEQUE,CHICLAYO,REQUE,1
2020,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,1
2020,LAMBAYEQUE,LAMBAYEQUE,OLMOS,1
2020,LIMA METROPOLITANA,LIMA,ATE,3
2020,LIMA METROPOLITANA,LIMA,BREÑA,1
2020,LIMA METROPOLITANA,LIMA,CARABAYLLO,1
2020,LIMA METROPOLITANA,LIMA,CHACLACAYO,2
2020,LIMA METROPOLITANA,LIMA,CHORRILLOS,1
2020,LIMA METROPOLITANA,LIMA,INDEPENDENCIA,2
2020,LIMA METROPOLITANA,LIMA,JESUS MARIA,1
2020,LIMA METROPOLITANA,LIMA,LA MOLINA,1
2020,LIMA METROPOLITANA,LIMA,LA VICTORIA,4
2020,LIMA METROPOLITANA,LIMA,LA VICTORIA,2
2020,LIMA METROPOLITANA,LIMA,LIMA,4
2020,LIMA METROPOLITANA,LIMA,LIMA,2
2020,LIMA METROPOLITANA,LIMA,LOS OLIVOS,1
2020,LIMA METROPOLITANA,LIMA,LOS OLIVOS,2
2020,LIMA METROPOLITANA,LIMA,LURIGANCHO - CHOSICA,2
2020,LIMA METROPOLITANA,LIMA,LURIN,1
2020,LIMA METROPOLITANA,LIMA,MIRAFLORES,1
2020,LIMA METROPOLITANA,LIMA,MIRAFLORES,2
2020,LIMA METROPOLITANA,LIMA,PACHACAMAC,1
2020,LIMA METROPOLITANA,LIMA,PUEBLO LIBRE,1
2020,LIMA METROPOLITANA,LIMA,PUENTE PIEDRA,2
2020,LIMA METROPOLITANA,LIMA,PUNTA HERMOSA,1
2020,LIMA METROPOLITANA,LIMA,RIMAC,1
2020,LIMA METROPOLITANA,LIMA,SAN JUAN DE LURIGANCHO,8
2020,LIMA METROPOLITANA,LIMA,SAN MARTIN DE PORRES,1
2020,LIMA METROPOLITANA,LIMA,SAN MARTIN DE PORRES,3
2020,LIMA METROPOLITANA,LIMA,SAN MARTIN DE PORRES,3
2020,LIMA METROPOLITANA,LIMA,SANTIAGO DE SURCO,1
2020,LIMA METROPOLITANA,LIMA,VILLA EL SALVADOR,2
2020,LIMA METROPOLITANA,LIMA,VILLA MARIA DEL TRIUNFO,4
2020,LORETO,MAYNAS,BELEN,1
2020,LORETO,MAYNAS,IQUITOS,4
2020,PASCO,PASCO,YANACANCHA,1
2020,PIURA,MORROPON,CHULUCANAS,1
2020,PIURA,PAITA,PAITA,3
2020,PIURA,PIURA,26 DE OCTUBRE,2
2020,PIURA,PIURA,CASTILLA,2
2020,PIURA,PIURA,LA UNION,1
2020,PIURA,PIURA,LAS LOMAS,1
2020,PIURA,PIURA,PIURA,4
2020,PIURA,SULLANA,SULLANA,5
2020,PIURA,TALARA,PARIÑAS,1
2020,PROV. CONST. DEL CALLAO,CALLAO,CALLAO,1
2020,PROV. CONST. DEL CALLAO,CALLAO,CALLAO,6
2020,PROV. CONST. DEL CALLAO,CALLAO,CALLAO,2
2020,PROV. CONST. DEL CALLAO,CALLAO,VENTANILLA,1
2020,REGION LIMA,CAÑETE,CERRO AZUL,1
2020,REGION LIMA,CAÑETE,MALA,1
2020,REGION LIMA,HUAURA,HUACHO,2
2020,REGION LIMA,HUAURA,HUACHO,1
2020,SAN MARTIN,RIOJA,NUEVA CAJAMARCA,1
2020,SAN MARTIN,SAN MARTIN,LA BANDA DE SHILCAYO,1
2020,TACNA,TACNA,CORONEL GREGORIO ALBARRACIN LANCHIPA,1
2020,TUMBES,TUMBES,TUMBES,1
2020,TUMBES,TUMBES,TUMBES,1
2020,TUMBES,ZARUMILLA,PAPAYAL,1
2020,TUMBES,ZARUMILLA,ZARUMILLA,5
2020,UCAYALI,CORONEL PORTILLO,CALLERIA,2
2020,UCAYALI,CORONEL PORTILLO,YARINACOCHA,1
2020,UCAYALI,PADRE ABAD,PADRE ABAD,1
2020,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,1
2020,ANCASH,HUAYLAS,CARAZ,1
2020,ANCASH,SANTA,CHIMBOTE,1
2020,ANCASH,SANTA,CHIMBOTE,2
2020,ANCASH,SANTA,NUEVO CHIMBOTE,3
2020,ANCASH,YUNGAY,CASCAPARA,1
2020,ANCASH,YUNGAY,YUNGAY,1
2020,AREQUIPA,AREQUIPA,ALTO SELVA ALEGRE,1
2020,AREQUIPA,AREQUIPA,AREQUIPA,3
2020,AREQUIPA,AREQUIPA,JACOBO HUNTER,1
2020,AREQUIPA,AREQUIPA,PAUCARPATA,2
2020,AREQUIPA,CAYLLOMA,MAJES,1
2020,AYACUCHO,HUAMANGA,AYACUCHO,2
2020,AYACUCHO,HUAMANGA,AYACUCHO,1
2020,CAJAMARCA,HUALGAYOC,BAMBAMARCA,1
2020,HUANUCO,DOS DE MAYO,LA UNION,1
2020,HUANUCO,HUANUCO,HUANUCO,1
2020,HUANUCO,PUERTO INCA,PUERTO INCA,1
2020,ICA,CHINCHA,CHINCHA ALTA,1
2020,ICA,CHINCHA,GROCIO PRADO,1
2020,ICA,CHINCHA,PUEBLO NUEVO,1
2020,ICA,CHINCHA,PUEBLO NUEVO,1
2020,ICA,CHINCHA,SUNAMPE,1
2020,ICA,ICA,PARCONA,1
2020,ICA,NAZCA,MARCONA,1
2020,ICA,PISCO,PARACAS,1
2020,ICA,PISCO,PISCO,4
2020,ICA,PISCO,SAN ANDRES,2
2020,ICA,PISCO,TUPAC AMARU INCA,3
2020,JUNIN,CHANCHAMAYO,CHANCHAMAYO,2
2020,JUNIN,HUANCAYO,EL TAMBO,1
2020,JUNIN,HUANCAYO,HUANCAYO,1
2020,JUNIN,HUANCAYO,HUAYUCACHI,1
2020,LA LIBERTAD,ASCOPE,CASA GRANDE,2
2020,LA LIBERTAD,ASCOPE,CHICAMA,1
2020,LA LIBERTAD,ASCOPE,SANTIAGO DE CAO,1
2020,LA LIBERTAD,CHEPEN,CHEPEN,1
2020,LA LIBERTAD,PACASMAYO,GUADALUPE,1
2020,LA LIBERTAD,PACASMAYO,PACASMAYO,1
2020,LA LIBERTAD,PACASMAYO,SAN JOSE,1
2020,LA LIBERTAD,TRUJILLO,EL PORVENIR,8
2020,LA LIBERTAD,TRUJILLO,EL PORVENIR,1
2020,LA LIBERTAD,TRUJILLO,FLORENCIA DE MORA,3
2020,LA LIBERTAD,TRUJILLO,HUANCHACO,2
2020,LA LIBERTAD,TRUJILLO,LA ESPERANZA,9
2020,LA LIBERTAD,TRUJILLO,LA ESPERANZA,2
2020,LA LIBERTAD,TRUJILLO,LAREDO,1
2020,LA LIBERTAD,TRUJILLO,SALAVERRY,1
2020,LA LIBERTAD,TRUJILLO,TRUJILLO,13
2020,LA LIBERTAD,TRUJILLO,TRUJILLO,2
2020,LA LIBERTAD,TRUJILLO,VICTOR LARCO HERRERA,2
2020,LAMBAYEQUE,CHICLAYO,CHICLAYO,1
2020,LAMBAYEQUE,CHICLAYO,CHICLAYO,2
2020,LAMBAYEQUE,CHICLAYO,CHONGOYAPE,1
2020,LAMBAYEQUE,CHICLAYO,JOSE LEONARDO ORTIZ,4
2020,LAMBAYEQUE,CHICLAYO,POMALCA,1
2020,LAMBAYEQUE,CHICLAYO,REQUE,1
2020,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,1
2020,LAMBAYEQUE,LAMBAYEQUE,SAN JOSE,1
2020,LIMA METROPOLITANA,LIMA,ATE,2
2020,LIMA METROPOLITANA,LIMA,ATE,2
2020,LIMA METROPOLITANA,LIMA,BREÑA,2
2020,LIMA METROPOLITANA,LIMA,CARABAYLLO,4
2020,LIMA METROPOLITANA,LIMA,CHORRILLOS,1
2020,LIMA METROPOLITANA,LIMA,COMAS,3
2020,LIMA METROPOLITANA,LIMA,EL AGUSTINO,1
2020,LIMA METROPOLITANA,LIMA,INDEPENDENCIA,3
2020,LIMA METROPOLITANA,LIMA,LA VICTORIA,4
2020,LIMA METROPOLITANA,LIMA,LIMA,1
2020,LIMA METROPOLITANA,LIMA,LIMA,1
2020,LIMA METROPOLITANA,LIMA,LIMA,5
2020,LIMA METROPOLITANA,LIMA,LINCE,1
2020,LIMA METROPOLITANA,LIMA,LOS OLIVOS,3
2020,LIMA METROPOLITANA,LIMA,LURIGANCHO - CHOSICA,2
2020,LIMA METROPOLITANA,LIMA,LURIN,2
2020,LIMA METROPOLITANA,LIMA,MAGDALENA DEL MAR,1
2020,LIMA METROPOLITANA,LIMA,MIRAFLORES,2
2020,LIMA METROPOLITANA,LIMA,MIRAFLORES,1
2020,LIMA METROPOLITANA,LIMA,PUENTE PIEDRA,1
2020,LIMA METROPOLITANA,LIMA,PUENTE PIEDRA,2
2020,LIMA METROPOLITANA,LIMA,PUENTE PIEDRA,1
2020,LIMA METROPOLITANA,LIMA,RIMAC,2
2020,LIMA METROPOLITANA,LIMA,SAN BARTOLO,1
2020,LIMA METROPOLITANA,LIMA,SAN ISIDRO,1
2020,LIMA METROPOLITANA,LIMA,SAN ISIDRO,1
2020,LIMA METROPOLITANA,LIMA,SAN JUAN DE LURIGANCHO,5
2020,LIMA METROPOLITANA,LIMA,SAN JUAN DE LURIGANCHO,1
2020,LIMA METROPOLITANA,LIMA,SAN MARTIN DE PORRES,5
2020,LIMA METROPOLITANA,LIMA,SAN MIGUEL,2
2020,LIMA METROPOLITANA,LIMA,SANTA ANITA,1
2020,LIMA METROPOLITANA,LIMA,SANTIAGO DE SURCO,1
2020,LIMA METROPOLITANA,LIMA,SANTIAGO DE SURCO,2
2020,LIMA METROPOLITANA,LIMA,VILLA EL SALVADOR,1
2020,LIMA METROPOLITANA,LIMA,VILLA MARIA DEL TRIUNFO,3
2020,MOQUEGUA,ILO,ILO,2
2020,PIURA,PIURA,26 DE OCTUBRE,2
2020,PIURA,PIURA,CASTILLA,3
2020,PIURA,PIURA,LA UNION,1
2020,PIURA,PIURA,PIURA,5
2020,PIURA,PIURA,PIURA,1
2020,PIURA,SECHURA,SECHURA,1
2020,PIURA,SULLANA,SULLANA,2
2020,PROV. CONST. DEL CALLAO,CALLAO,BELLAVISTA,1
2020,PROV. CONST. DEL CALLAO,CALLAO,BELLAVISTA,1
2020,PROV. CONST. DEL CALLAO,CALLAO,CALLAO,9
2020,PROV. CONST. DEL CALLAO,CALLAO,LA PERLA,2
2020,PUNO,AZANGARO,CHUPA,1
2020,REGION LIMA,BARRANCA,BARRANCA,2
2020,REGION LIMA,CAÑETE,NUEVO IMPERIAL,1
2020,REGION LIMA,CAÑETE,PACARAN,1
2020,REGION LIMA,HUARAL,HUARAL,1
2020,REGION LIMA,HUAURA,HUACHO,3
2020,REGION LIMA,HUAURA,SANTA MARIA,1
2020,REGION LIMA,HUAURA,VEGUETA,2
2020,SAN MARTIN,MOYOBAMBA,JEPELACIO,1
2020,SAN MARTIN,RIOJA,ELIAS SOPLIN VARGAS,1
2020,SAN MARTIN,RIOJA,NUEVA CAJAMARCA,1
2020,SAN MARTIN,SAN MARTIN,TARAPOTO,1
2020,SAN MARTIN,TOCACHE,TOCACHE,1
2020,TACNA,TACNA,POCOLLAY,1
2020,TUMBES,ZARUMILLA,AGUAS VERDES,1
2020,TUMBES,ZARUMILLA,PAPAYAL,1
2020,UCAYALI,CORONEL PORTILLO,CALLERIA,3
2020,AMAZONAS,BAGUA,LA PECA,1
2020,AMAZONAS,CHACHAPOYAS,HUANCAS,1
2020,ANCASH,CASMA,CASMA,1
2020,ANCASH,HUARMEY,HUARMEY,1
2020,ANCASH,HUAYLAS,CARAZ,1
2020,ANCASH,SANTA,CHIMBOTE,4
2020,ANCASH,SANTA,NUEVO CHIMBOTE,2
2020,ANCASH,SANTA,SANTA,2
2020,AREQUIPA,AREQUIPA,ALTO SELVA ALEGRE,1
2020,AREQUIPA,AREQUIPA,CERRO COLORADO,1
2020,AREQUIPA,AREQUIPA,JOSE LUIS BUSTAMANTE Y RIVERO,1
2020,AREQUIPA,AREQUIPA,MARIANO MELGAR,1
2020,AREQUIPA,AREQUIPA,MIRAFLORES,1
2020,AREQUIPA,AREQUIPA,SOCABAYA,2
2020,AREQUIPA,ISLAY,MOLLENDO,1
2020,AYACUCHO,LA MAR,SAN MIGUEL,1
2020,CAJAMARCA,CAJABAMBA,SITACOCHA,1
2020,CAJAMARCA,HUALGAYOC,BAMBAMARCA,1
2020,CUSCO,CUSCO,SANTIAGO,1
2020,HUANUCO,HUANUCO,AMARILIS,1
2020,HUANUCO,HUANUCO,PILLCO MARCA,2
2020,HUANUCO,PACHITEA,CHAGLLA,1
2020,ICA,ICA,ICA,1
2020,ICA,ICA,LA TINGUIÑA,1
2020,ICA,ICA,LA TINGUIÑA,1
2020,ICA,ICA,LOS AQUIJES,2
2020,ICA,ICA,PARCONA,1
2020,ICA,ICA,SALAS,1
2020,ICA,NAZCA,NAZCA,1
2020,ICA,PISCO,PISCO,1
2020,JUNIN,CHUPACA,CHUPACA,2
2020,JUNIN,HUANCAYO,CHILCA,1
2020,JUNIN,HUANCAYO,EL TAMBO,2
2020,JUNIN,HUANCAYO,EL TAMBO,1
2020,LA LIBERTAD,ASCOPE,ASCOPE,2
2020,LA LIBERTAD,ASCOPE,CASA GRANDE,6
2020,LA LIBERTAD,ASCOPE,CHICAMA,2
2020,LA LIBERTAD,ASCOPE,PAIJAN,1
2020,LA LIBERTAD,ASCOPE,RAZURI,1
2020,LA LIBERTAD,CHEPEN,CHEPEN,2
2020,LA LIBERTAD,CHEPEN,PUEBLO NUEVO,1
2020,LA LIBERTAD,OTUZCO,OTUZCO,1
2020,LA LIBERTAD,PACASMAYO,GUADALUPE,1
2020,LA LIBERTAD,PACASMAYO,PACASMAYO,1
2020,LA LIBERTAD,PACASMAYO,PACASMAYO,1
2020,LA LIBERTAD,PACASMAYO,SAN JOSE,1
2020,LA LIBERTAD,PACASMAYO,SAN PEDRO DE LLOC,1
2020,LA LIBERTAD,TRUJILLO,EL PORVENIR,15
2020,LA LIBERTAD,TRUJILLO,EL PORVENIR,1
2020,LA LIBERTAD,TRUJILLO,FLORENCIA DE MORA,4
2020,LA LIBERTAD,TRUJILLO,HUANCHACO,5
2020,LA LIBERTAD,TRUJILLO,LA ESPERANZA,10
2020,LA LIBERTAD,TRUJILLO,LA ESPERANZA,1
2020,LA LIBERTAD,TRUJILLO,LAREDO,1
2020,LA LIBERTAD,TRUJILLO,SALAVERRY,1
2020,LA LIBERTAD,TRUJILLO,TRUJILLO,1
2020,LA LIBERTAD,TRUJILLO,TRUJILLO,12
2020,LA LIBERTAD,TRUJILLO,TRUJILLO,1
2020,LA LIBERTAD,VIRU,CHAO,2
2020,LA LIBERTAD,VIRU,GUADALUPITO,1
2020,LAMBAYEQUE,CHICLAYO,CAYALTI,1
2020,LAMBAYEQUE,CHICLAYO,CHICLAYO,2
2020,LAMBAYEQUE,CHICLAYO,CHICLAYO,1
2020,LAMBAYEQUE,CHICLAYO,POMALCA,1
2020,LAMBAYEQUE,CHICLAYO,SAÑA,1
2020,LAMBAYEQUE,FERREÑAFE,FERREÑAFE,1
2020,LIMA METROPOLITANA,LIMA,ATE,1
2020,LIMA METROPOLITANA,LIMA,ATE,2
2020,LIMA METROPOLITANA,LIMA,CARABAYLLO,1
2020,LIMA METROPOLITANA,LIMA,CHORRILLOS,2
2020,LIMA METROPOLITANA,LIMA,COMAS,1
2020,LIMA METROPOLITANA,LIMA,INDEPENDENCIA,4
2020,LIMA METROPOLITANA,LIMA,INDEPENDENCIA,1
2020,LIMA METROPOLITANA,LIMA,JESUS MARIA,1
2020,LIMA METROPOLITANA,LIMA,LA VICTORIA,6
2020,LIMA METROPOLITANA,LIMA,LA VICTORIA,1
2020,LIMA METROPOLITANA,LIMA,LIMA,1
2020,LIMA METROPOLITANA,LIMA,LIMA,4
2020,LIMA METROPOLITANA,LIMA,LOS OLIVOS,5
2020,LIMA METROPOLITANA,LIMA,LOS OLIVOS,1
2020,LIMA METROPOLITANA,LIMA,LURIN,1
2020,LIMA METROPOLITANA,LIMA,MAGDALENA DEL MAR,2
2020,LIMA METROPOLITANA,LIMA,MIRAFLORES,3
2020,LIMA METROPOLITANA,LIMA,PACHACAMAC,2
2020,LIMA METROPOLITANA,LIMA,PACHACAMAC,1
2020,LIMA METROPOLITANA,LIMA,PUENTE PIEDRA,2
2020,LIMA METROPOLITANA,LIMA,PUNTA HERMOSA,1
2020,LIMA METROPOLITANA,LIMA,RIMAC,2
2020,LIMA METROPOLITANA,LIMA,SAN BORJA,1
2020,LIMA METROPOLITANA,LIMA,SAN ISIDRO,1
2020,LIMA METROPOLITANA,LIMA,SAN JUAN DE LURIGANCHO,5
2020,LIMA METROPOLITANA,LIMA,SAN JUAN DE LURIGANCHO,3
2020,LIMA METROPOLITANA,LIMA,SAN MARTIN DE PORRES,2
2020,LIMA METROPOLITANA,LIMA,SAN MARTIN DE PORRES,2
2020,LIMA METROPOLITANA,LIMA,SANTIAGO DE SURCO,4
2020,LIMA METROPOLITANA,LIMA,SANTIAGO DE SURCO,1
2020,LIMA METROPOLITANA,LIMA,VILLA EL SALVADOR,7
2020,LIMA METROPOLITANA,LIMA,VILLA MARIA DEL TRIUNFO,4
2020,LORETO,MAYNAS,SAN JUAN BAUTISTA,1
2020,LORETO,UCAYALI,CONTAMANA,1
2020,MADRE DE DIOS,TAMBOPATA,INAMBARI,1
2020,PIURA,MORROPON,CHULUCANAS,2
2020,PIURA,PAITA,PAITA,2
2020,PIURA,PAITA,PAITA,2
2020,PIURA,PIURA,26 DE OCTUBRE,1
2020,PIURA,PIURA,CASTILLA,2
2020,PIURA,PIURA,CATACAOS,1
2020,PIURA,PIURA,PIURA,13
2020,PIURA,SULLANA,MARCAVELICA,1
2020,PIURA,SULLANA,SULLANA,6
2020,PIURA,TALARA,LOS ORGANOS,1
2020,PROV. CONST. DEL CALLAO,CALLAO,BELLAVISTA,1
2020,PROV. CONST. DEL CALLAO,CALLAO,CALLAO,9
2020,PROV. CONST. DEL CALLAO,CALLAO,CALLAO,1
2020,PROV. CONST. DEL CALLAO,CALLAO,LA PERLA,2
2020,PROV. CONST. DEL CALLAO,CALLAO,VENTANILLA,2
2020,PUNO,HUANCANE,TARACO,1
2020,REGION LIMA,BARRANCA,BARRANCA,2
2020,REGION LIMA,BARRANCA,PARAMONGA,1
2020,REGION LIMA,BARRANCA,SUPE,1
2020,REGION LIMA,CAÑETE,MALA,2
2020,REGION LIMA,CAÑETE,SAN LUIS,1
2020,REGION LIMA,CAÑETE,SAN VICENTE DE CAÑETE,3
2020,REGION LIMA,HUAURA,HUACHO,2
2020,REGION LIMA,HUAURA,HUAURA,1
2020,REGION LIMA,HUAURA,SANTA MARIA,1
2020,SAN MARTIN,BELLAVISTA,HUALLAGA,1
2020,SAN MARTIN,MARISCAL CACERES,JUANJUI,1
2020,SAN MARTIN,MOYOBAMBA,MOYOBAMBA,1
2020,SAN MARTIN,RIOJA,NUEVA CAJAMARCA,1
2020,SAN MARTIN,SAN MARTIN,MORALES,1
2020,TUMBES,CONTRALMIRANTE VILLAR,ZORRITOS,1
2020,TUMBES,TUMBES,TUMBES,1
2020,TUMBES,TUMBES,TUMBES,5
2020,TUMBES,ZARUMILLA,ZARUMILLA,1
2020,UCAYALI,CORONEL PORTILLO,CALLERIA,1
2020,UCAYALI,CORONEL PORTILLO,MANANTAY,1
2020,UCAYALI,PADRE ABAD,IRAZOLA,1
2020,AMAZONAS,BAGUA,LA PECA,1
2020,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,1
2020,ANCASH,HUARAZ,HUARAZ,1
