anio,mes,fecha_descarga,distrito_fiscal,ubicacion_especialidad,cargo,condicion,sexo,total,ubigeo_pjfs,dpto_pjfs,prov_pjfs,dist_pjfs,fecha_corte
2022,12,05/01/2023,AMAZONAS,MATERIA AMBIENTAL,FISCAL ADJUNTO PROVINCIAL,TITULAR,MASCULINO,1,010101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,15/06/2023
2022,12,05/01/2023,AMAZONAS,MATERIA AMBIENTAL,FISCAL PROVINCIAL,TITULAR,MASCULINO,2,010101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,15/06/2023
2022,12,05/01/2023,AMAZONAS,MIXTA,FISCAL ADJUNTO PROVINCIAL,PROVISIONAL,FEMENINO,2,010101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,15/06/2023
2022,12,05/01/2023,AMAZONAS,MIXTA,FISCAL ADJUNTO PROVINCIAL,PROVISIONAL,MASCULINO,1,010101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,15/06/2023
2022,12,05/01/2023,AMAZONAS,MIXTA,FISCAL ADJUNTO PROVINCIAL,TITULAR,FEMENINO,2,010101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,15/06/2023
2022,12,05/01/2023,AMAZONAS,MIXTA,FISCAL ADJUNTO PROVINCIAL,TITULAR,MASCULINO,10,010101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,15/06/2023
2022,12,05/01/2023,AMAZONAS,MIXTA,FISCAL ADJUNTO SUPERIOR,PROVISIONAL,FEMENINO,1,010101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,15/06/2023
2022,12,05/01/2023,AMAZONAS,MIXTA,FISCAL ADJUNTO SUPERIOR,PROVISIONAL,MASCULINO,1,010101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,15/06/2023
2022,12,05/01/2023,AMAZONAS,MIXTA,FISCAL ADJUNTO SUPERIOR,PROVISIONAL (Titular Promovido),FEMENINO,1,010101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,15/06/2023
2022,12,05/01/2023,AMAZONAS,MIXTA,FISCAL ADJUNTO SUPERIOR,PROVISIONAL (Titular Promovido),MASCULINO,5,010101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,15/06/2023
2022,12,05/01/2023,AMAZONAS,MIXTA,FISCAL ADJUNTO SUPERIOR,TITULAR,MASCULINO,1,010101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,15/06/2023
2022,12,05/01/2023,AMAZONAS,MIXTA,FISCAL PROVINCIAL,PROVISIONAL,FEMENINO,3,010101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,15/06/2023
2022,12,05/01/2023,AMAZONAS,MIXTA,FISCAL PROVINCIAL,PROVISIONAL,MASCULINO,2,010101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,15/06/2023
2022,12,05/01/2023,AMAZONAS,MIXTA,FISCAL PROVINCIAL,PROVISIONAL (Titular Promovido),FEMENINO,1,010101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,15/06/2023
2022,12,05/01/2023,AMAZONAS,MIXTA,FISCAL PROVINCIAL,PROVISIONAL (Titular Promovido),MASCULINO,2,010101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,15/06/2023
2022,12,05/01/2023,AMAZONAS,MIXTA,FISCAL PROVINCIAL,TITULAR,MASCULINO,2,010101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,15/06/2023
2022,12,05/01/2023,AMAZONAS,MIXTA,FISCAL SUPERIOR,PROVISIONAL (Titular Promovido),MASCULINO,2,010101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,15/06/2023
2022,12,05/01/2023,AMAZONAS,MIXTA,FISCAL SUPERIOR,TITULAR,MASCULINO,1,010101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,15/06/2023
2022,12,05/01/2023,AMAZONAS,PENAL,FISCAL ADJUNTO PROVINCIAL,PROVISIONAL,FEMENINO,7,010101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,15/06/2023
2022,12,05/01/2023,AMAZONAS,PENAL,FISCAL ADJUNTO PROVINCIAL,PROVISIONAL,MASCULINO,6,010101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,15/06/2023
2022,12,05/01/2023,AMAZONAS,PENAL,FISCAL ADJUNTO PROVINCIAL,TITULAR,FEMENINO,10,010101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,15/06/2023
2022,12,05/01/2023,AMAZONAS,PENAL,FISCAL ADJUNTO PROVINCIAL,TITULAR,MASCULINO,16,010101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,15/06/2023
2022,12,05/01/2023,AMAZONAS,PENAL,FISCAL ADJUNTO SUPERIOR,PROVISIONAL (Titular Promovido),FEMENINO,1,010101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,15/06/2023
2022,12,05/01/2023,AMAZONAS,PENAL,FISCAL ADJUNTO SUPERIOR,TITULAR,MASCULINO,1,010101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,15/06/2023
2022,12,05/01/2023,AMAZONAS,PENAL,FISCAL PROVINCIAL,PROVISIONAL,FEMENINO,1,010101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,15/06/2023
2022,12,05/01/2023,AMAZONAS,PENAL,FISCAL PROVINCIAL,PROVISIONAL,MASCULINO,3,010101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,15/06/2023
2022,12,05/01/2023,AMAZONAS,PENAL,FISCAL PROVINCIAL,PROVISIONAL (Titular Promovido),FEMENINO,2,010101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,15/06/2023
2022,12,05/01/2023,AMAZONAS,PENAL,FISCAL PROVINCIAL,PROVISIONAL (Titular Promovido),MASCULINO,6,010101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,15/06/2023
2022,12,05/01/2023,AMAZONAS,PENAL,FISCAL PROVINCIAL,TITULAR,FEMENINO,2,010101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,15/06/2023
2022,12,05/01/2023,AMAZONAS,PENAL,FISCAL PROVINCIAL,TITULAR,MASCULINO,8,010101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,15/06/2023
2022,12,05/01/2023,AMAZONAS,PENAL,FISCAL SUPERIOR,PROVISIONAL (Titular Promovido),FEMENINO,1,010101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,15/06/2023
2022,12,05/01/2023,AMAZONAS,PREVENCION DEL DELITO,FISCAL ADJUNTO PROVINCIAL,PROVISIONAL,MASCULINO,1,010101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,15/06/2023
2022,12,05/01/2023,AMAZONAS,PREVENCION DEL DELITO,FISCAL ADJUNTO PROVINCIAL,TITULAR,FEMENINO,1,010101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,15/06/2023
2022,12,05/01/2023,AMAZONAS,PREVENCION DEL DELITO,FISCAL ADJUNTO PROVINCIAL,TITULAR,MASCULINO,4,010101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,15/06/2023
2022,12,05/01/2023,AMAZONAS,PREVENCION DEL DELITO,FISCAL PROVINCIAL,PROVISIONAL,FEMENINO,1,010101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,15/06/2023
2022,12,05/01/2023,AMAZONAS,PREVENCION DEL DELITO,FISCAL PROVINCIAL,PROVISIONAL,MASCULINO,1,010101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,15/06/2023
2022,12,05/01/2023,AMAZONAS,PREVENCION DEL DELITO,FISCAL PROVINCIAL,TITULAR,FEMENINO,1,010101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,15/06/2023
2022,12,05/01/2023,AMAZONAS,TRAFICO ILICITO DE DROGAS,FISCAL ADJUNTO PROVINCIAL,PROVISIONAL,FEMENINO,1,010101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,15/06/2023
2022,12,05/01/2023,AMAZONAS,TRAFICO ILICITO DE DROGAS,FISCAL ADJUNTO PROVINCIAL,TITULAR,FEMENINO,1,010101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,15/06/2023
2022,12,05/01/2023,AMAZONAS,TRAFICO ILICITO DE DROGAS,FISCAL PROVINCIAL,PROVISIONAL,FEMENINO,1,010101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,15/06/2023
2022,12,05/01/2023,AMAZONAS,VIOLENCIA CONTRA LA MUJER E INTEGRANTES DEL GRUPO FAMILIAR,FISCAL ADJUNTO PROVINCIAL,PROVISIONAL,FEMENINO,2,010101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,15/06/2023
2022,12,05/01/2023,AMAZONAS,VIOLENCIA CONTRA LA MUJER E INTEGRANTES DEL GRUPO FAMILIAR,FISCAL ADJUNTO PROVINCIAL,TITULAR,FEMENINO,1,010101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,15/06/2023
2022,12,05/01/2023,AMAZONAS,VIOLENCIA CONTRA LA MUJER E INTEGRANTES DEL GRUPO FAMILIAR,FISCAL ADJUNTO PROVINCIAL,TITULAR,MASCULINO,1,010101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,15/06/2023
2022,12,05/01/2023,AMAZONAS,VIOLENCIA CONTRA LA MUJER E INTEGRANTES DEL GRUPO FAMILIAR,FISCAL PROVINCIAL,PROVISIONAL,FEMENINO,2,010101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,15/06/2023
2022,12,05/01/2023,ANCASH,AUTORIDAD NACIONAL DE CONTROL,FISCAL ADJUNTO SUPERIOR,PROVISIONAL (Titular Promovido),FEMENINO,1,020101,ANCASH,HUARAZ,HUARAZ,15/06/2023
2022,12,05/01/2023,ANCASH,AUTORIDAD NACIONAL DE CONTROL,FISCAL ADJUNTO SUPERIOR,PROVISIONAL (Titular Promovido),MASCULINO,1,020101,ANCASH,HUARAZ,HUARAZ,15/06/2023
2022,12,05/01/2023,ANCASH,AUTORIDAD NACIONAL DE CONTROL,FISCAL SUPERIOR,TITULAR,FEMENINO,1,020101,ANCASH,HUARAZ,HUARAZ,15/06/2023
2022,12,05/01/2023,ANCASH,CORRUPCION DE FUNCIONARIOS,FISCAL ADJUNTO PROVINCIAL,PROVISIONAL,FEMENINO,8,020101,ANCASH,HUARAZ,HUARAZ,15/06/2023
2022,12,05/01/2023,ANCASH,CORRUPCION DE FUNCIONARIOS,FISCAL ADJUNTO PROVINCIAL,PROVISIONAL,MASCULINO,4,020101,ANCASH,HUARAZ,HUARAZ,15/06/2023
2022,12,05/01/2023,ANCASH,CORRUPCION DE FUNCIONARIOS,FISCAL ADJUNTO PROVINCIAL,TITULAR,FEMENINO,1,020101,ANCASH,HUARAZ,HUARAZ,15/06/2023
2022,12,05/01/2023,ANCASH,CORRUPCION DE FUNCIONARIOS,FISCAL ADJUNTO PROVINCIAL,TITULAR,MASCULINO,4,020101,ANCASH,HUARAZ,HUARAZ,15/06/2023
2022,12,05/01/2023,ANCASH,CORRUPCION DE FUNCIONARIOS,FISCAL ADJUNTO SUPERIOR,PROVISIONAL (Titular Promovido),FEMENINO,2,020101,ANCASH,HUARAZ,HUARAZ,15/06/2023
2022,12,05/01/2023,ANCASH,CORRUPCION DE FUNCIONARIOS,FISCAL ADJUNTO SUPERIOR,TITULAR,FEMENINO,1,020101,ANCASH,HUARAZ,HUARAZ,15/06/2023
2022,12,05/01/2023,ANCASH,CORRUPCION DE FUNCIONARIOS,FISCAL ADJUNTO SUPERIOR,TITULAR,MASCULINO,1,020101,ANCASH,HUARAZ,HUARAZ,15/06/2023
2022,12,05/01/2023,ANCASH,CORRUPCION DE FUNCIONARIOS,FISCAL PROVINCIAL,PROVISIONAL (Titular Promovido),MASCULINO,2,020101,ANCASH,HUARAZ,HUARAZ,15/06/2023
2022,12,05/01/2023,ANCASH,CORRUPCION DE FUNCIONARIOS,FISCAL PROVINCIAL,TITULAR,FEMENINO,2,020101,ANCASH,HUARAZ,HUARAZ,15/06/2023
2022,12,05/01/2023,ANCASH,CORRUPCION DE FUNCIONARIOS,FISCAL PROVINCIAL,TITULAR,MASCULINO,2,020101,ANCASH,HUARAZ,HUARAZ,15/06/2023
2022,12,05/01/2023,ANCASH,CORRUPCION DE FUNCIONARIOS,FISCAL SUPERIOR,PROVISIONAL (Titular Promovido),FEMENINO,1,020101,ANCASH,HUARAZ,HUARAZ,15/06/2023
2022,12,05/01/2023,ANCASH,CORRUPCION DE FUNCIONARIOS,FISCAL SUPERIOR,TITULAR,MASCULINO,1,020101,ANCASH,HUARAZ,HUARAZ,15/06/2023
2022,12,05/01/2023,ANCASH,EXTINCION DE DOMINIO,FISCAL ADJUNTO PROVINCIAL,PROVISIONAL,FEMENINO,1,020101,ANCASH,HUARAZ,HUARAZ,15/06/2023
2022,12,05/01/2023,ANCASH,EXTINCION DE DOMINIO,FISCAL ADJUNTO PROVINCIAL,PROVISIONAL,MASCULINO,1,020101,ANCASH,HUARAZ,HUARAZ,15/06/2023
2022,12,05/01/2023,ANCASH,EXTINCION DE DOMINIO,FISCAL PROVINCIAL,PROVISIONAL (Titular Promovido),FEMENINO,1,020101,ANCASH,HUARAZ,HUARAZ,15/06/2023
2022,12,05/01/2023,ANCASH,FAMILIA,FISCAL ADJUNTO PROVINCIAL,PROVISIONAL,FEMENINO,10,020101,ANCASH,HUARAZ,HUARAZ,15/06/2023
2022,12,05/01/2023,ANCASH,FAMILIA,FISCAL ADJUNTO PROVINCIAL,PROVISIONAL,MASCULINO,1,020101,ANCASH,HUARAZ,HUARAZ,15/06/2023
2022,12,05/01/2023,ANCASH,FAMILIA,FISCAL ADJUNTO PROVINCIAL,TITULAR,FEMENINO,7,020101,ANCASH,HUARAZ,HUARAZ,15/06/2023
2022,12,05/01/2023,ANCASH,FAMILIA,FISCAL ADJUNTO PROVINCIAL,TITULAR,MASCULINO,1,020101,ANCASH,HUARAZ,HUARAZ,15/06/2023
2022,12,05/01/2023,ANCASH,FAMILIA,FISCAL ADJUNTO SUPERIOR,PROVISIONAL (Titular Promovido),MASCULINO,1,020101,ANCASH,HUARAZ,HUARAZ,15/06/2023
2022,12,05/01/2023,ANCASH,FAMILIA,FISCAL PROVINCIAL,PROVISIONAL,FEMENINO,2,020101,ANCASH,HUARAZ,HUARAZ,15/06/2023
2022,12,05/01/2023,ANCASH,FAMILIA,FISCAL PROVINCIAL,PROVISIONAL,MASCULINO,4,020101,ANCASH,HUARAZ,HUARAZ,15/06/2023
2022,12,05/01/2023,ANCASH,FAMILIA,FISCAL PROVINCIAL,PROVISIONAL (Titular Promovido),MASCULINO,1,020101,ANCASH,HUARAZ,HUARAZ,15/06/2023
2022,12,05/01/2023,ANCASH,FAMILIA,FISCAL PROVINCIAL,TITULAR,FEMENINO,5,020101,ANCASH,HUARAZ,HUARAZ,15/06/2023
2022,12,05/01/2023,ANCASH,FAMILIA,FISCAL PROVINCIAL,TITULAR,MASCULINO,6,020101,ANCASH,HUARAZ,HUARAZ,15/06/2023
2022,12,05/01/2023,ANCASH,FAMILIA,FISCAL SUPERIOR,TITULAR,FEMENINO,1,020101,ANCASH,HUARAZ,HUARAZ,15/06/2023
2022,12,05/01/2023,ANCASH,MATERIA AMBIENTAL,FISCAL ADJUNTO PROVINCIAL,PROVISIONAL,MASCULINO,1,020101,ANCASH,HUARAZ,HUARAZ,15/06/2023
2022,12,05/01/2023,ANCASH,MATERIA AMBIENTAL,FISCAL ADJUNTO PROVINCIAL,TITULAR,MASCULINO,1,020101,ANCASH,HUARAZ,HUARAZ,15/06/2023
2022,12,05/01/2023,ANCASH,MATERIA AMBIENTAL,FISCAL PROVINCIAL,PROVISIONAL (Titular Promovido),FEMENINO,1,020101,ANCASH,HUARAZ,HUARAZ,15/06/2023
2022,12,05/01/2023,ANCASH,MIXTA,FISCAL ADJUNTO PROVINCIAL,PROVISIONAL,FEMENINO,1,020101,ANCASH,HUARAZ,HUARAZ,15/06/2023
2022,12,05/01/2023,ANCASH,MIXTA,FISCAL ADJUNTO PROVINCIAL,TITULAR,FEMENINO,5,020101,ANCASH,HUARAZ,HUARAZ,15/06/2023
2022,12,05/01/2023,ANCASH,MIXTA,FISCAL ADJUNTO PROVINCIAL,TITULAR,MASCULINO,1,020101,ANCASH,HUARAZ,HUARAZ,15/06/2023
2022,12,05/01/2023,ANCASH,MIXTA,FISCAL ADJUNTO SUPERIOR,PROVISIONAL,FEMENINO,1,020101,ANCASH,HUARAZ,HUARAZ,15/06/2023
2022,12,05/01/2023,ANCASH,MIXTA,FISCAL ADJUNTO SUPERIOR,TITULAR,MASCULINO,1,020101,ANCASH,HUARAZ,HUARAZ,15/06/2023
2022,12,05/01/2023,ANCASH,MIXTA,FISCAL PROVINCIAL,TITULAR,FEMENINO,1,020101,ANCASH,HUARAZ,HUARAZ,15/06/2023
2022,12,05/01/2023,ANCASH,MIXTA,FISCAL PROVINCIAL,TITULAR,MASCULINO,2,020101,ANCASH,HUARAZ,HUARAZ,15/06/2023
2022,12,05/01/2023,ANCASH,MIXTA,FISCAL SUPERIOR,PROVISIONAL (Titular Promovido),MASCULINO,1,020101,ANCASH,HUARAZ,HUARAZ,15/06/2023
2022,12,05/01/2023,ANCASH,PENAL,FISCAL ADJUNTO PROVINCIAL,PROVISIONAL,FEMENINO,33,020101,ANCASH,HUARAZ,HUARAZ,15/06/2023
2022,12,05/01/2023,ANCASH,PENAL,FISCAL ADJUNTO PROVINCIAL,PROVISIONAL,MASCULINO,17,020101,ANCASH,HUARAZ,HUARAZ,15/06/2023
2022,12,05/01/2023,ANCASH,PENAL,FISCAL ADJUNTO PROVINCIAL,TITULAR,FEMENINO,34,020101,ANCASH,HUARAZ,HUARAZ,15/06/2023
2022,12,05/01/2023,ANCASH,PENAL,FISCAL ADJUNTO PROVINCIAL,TITULAR,MASCULINO,43,020101,ANCASH,HUARAZ,HUARAZ,15/06/2023
2022,12,05/01/2023,ANCASH,PENAL,FISCAL ADJUNTO SUPERIOR,PROVISIONAL (Titular Promovido),FEMENINO,1,020101,ANCASH,HUARAZ,HUARAZ,15/06/2023
2022,12,05/01/2023,ANCASH,PENAL,FISCAL ADJUNTO SUPERIOR,PROVISIONAL (Titular Promovido),MASCULINO,1,020101,ANCASH,HUARAZ,HUARAZ,15/06/2023
2022,12,05/01/2023,ANCASH,PENAL,FISCAL ADJUNTO SUPERIOR,TITULAR,FEMENINO,1,020101,ANCASH,HUARAZ,HUARAZ,15/06/2023
2022,12,05/01/2023,ANCASH,PENAL,FISCAL ADJUNTO SUPERIOR,TITULAR,MASCULINO,2,020101,ANCASH,HUARAZ,HUARAZ,15/06/2023
2022,12,05/01/2023,ANCASH,PENAL,FISCAL PROVINCIAL,PROVISIONAL,FEMENINO,7,020101,ANCASH,HUARAZ,HUARAZ,15/06/2023
2022,12,05/01/2023,ANCASH,PENAL,FISCAL PROVINCIAL,PROVISIONAL,MASCULINO,6,020101,ANCASH,HUARAZ,HUARAZ,15/06/2023
2022,12,05/01/2023,ANCASH,PENAL,FISCAL PROVINCIAL,PROVISIONAL (Titular Promovido),FEMENINO,2,020101,ANCASH,HUARAZ,HUARAZ,15/06/2023
2022,12,05/01/2023,ANCASH,PENAL,FISCAL PROVINCIAL,PROVISIONAL (Titular Promovido),MASCULINO,2,020101,ANCASH,HUARAZ,HUARAZ,15/06/2023
2022,12,05/01/2023,ANCASH,PENAL,FISCAL PROVINCIAL,TITULAR,FEMENINO,9,020101,ANCASH,HUARAZ,HUARAZ,15/06/2023
2022,12,05/01/2023,ANCASH,PENAL,FISCAL PROVINCIAL,TITULAR,MASCULINO,33,020101,ANCASH,HUARAZ,HUARAZ,15/06/2023
2022,12,05/01/2023,ANCASH,PENAL,FISCAL SUPERIOR,PROVISIONAL (Titular Promovido),MASCULINO,1,020101,ANCASH,HUARAZ,HUARAZ,15/06/2023
2022,12,05/01/2023,ANCASH,PENAL,FISCAL SUPERIOR,TITULAR,FEMENINO,1,020101,ANCASH,HUARAZ,HUARAZ,15/06/2023
2022,12,05/01/2023,ANCASH,PENAL,FISCAL SUPERIOR,TITULAR,MASCULINO,1,020101,ANCASH,HUARAZ,HUARAZ,15/06/2023
2022,12,05/01/2023,ANCASH,PREVENCION DEL DELITO,FISCAL ADJUNTO PROVINCIAL,PROVISIONAL,FEMENINO,1,020101,ANCASH,HUARAZ,HUARAZ,15/06/2023
2022,12,05/01/2023,ANCASH,PREVENCION DEL DELITO,FISCAL ADJUNTO PROVINCIAL,TITULAR,FEMENINO,1,020101,ANCASH,HUARAZ,HUARAZ,15/06/2023
2022,12,05/01/2023,ANCASH,PREVENCION DEL DELITO,FISCAL ADJUNTO PROVINCIAL,TITULAR,MASCULINO,1,020101,ANCASH,HUARAZ,HUARAZ,15/06/2023
2022,12,05/01/2023,ANCASH,PREVENCION DEL DELITO,FISCAL PROVINCIAL,TITULAR,MASCULINO,1,020101,ANCASH,HUARAZ,HUARAZ,15/06/2023
2022,12,05/01/2023,ANCASH,VIOLENCIA CONTRA LA MUJER E INTEGRANTES DEL GRUPO FAMILIAR,FISCAL ADJUNTO PROVINCIAL,PROVISIONAL,FEMENINO,12,020101,ANCASH,HUARAZ,HUARAZ,15/06/2023
2022,12,05/01/2023,ANCASH,VIOLENCIA CONTRA LA MUJER E INTEGRANTES DEL GRUPO FAMILIAR,FISCAL ADJUNTO PROVINCIAL,PROVISIONAL,MASCULINO,3,020101,ANCASH,HUARAZ,HUARAZ,15/06/2023
2022,12,05/01/2023,ANCASH,VIOLENCIA CONTRA LA MUJER E INTEGRANTES DEL GRUPO FAMILIAR,FISCAL PROVINCIAL,PROVISIONAL,MASCULINO,3,020101,ANCASH,HUARAZ,HUARAZ,15/06/2023
2022,12,05/01/2023,ANCASH,VIOLENCIA CONTRA LA MUJER E INTEGRANTES DEL GRUPO FAMILIAR,FISCAL PROVINCIAL,PROVISIONAL (Titular Promovido),FEMENINO,3,020101,ANCASH,HUARAZ,HUARAZ,15/06/2023
2022,12,05/01/2023,ANCASH,VIOLENCIA CONTRA LA MUJER E INTEGRANTES DEL GRUPO FAMILIAR,FISCAL PROVINCIAL,PROVISIONAL (Titular Promovido),MASCULINO,2,020101,ANCASH,HUARAZ,HUARAZ,15/06/2023
2022,12,05/01/2023,APURIMAC,AUTORIDAD NACIONAL DE CONTROL,FISCAL ADJUNTO SUPERIOR,PROVISIONAL (Titular Promovido),FEMENINO,2,030101,APURIMAC,ABANCAY,ABANCAY,15/06/2023
2022,12,05/01/2023,APURIMAC,AUTORIDAD NACIONAL DE CONTROL,FISCAL PROVINCIAL,PROVISIONAL,MASCULINO,1,030101,APURIMAC,ABANCAY,ABANCAY,15/06/2023
2022,12,05/01/2023,APURIMAC,AUTORIDAD NACIONAL DE CONTROL,FISCAL SUPERIOR,TITULAR,MASCULINO,1,030101,APURIMAC,ABANCAY,ABANCAY,15/06/2023
